fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO,switch
1,1,0,1,0.2540638500765833,0.0655570703145916,0.8,0.631854109037973,0.0212485068306631,9.336364121767342e-09,7.129537958276558e-09,0.0004906090327239,0.8320686822524788,0.9999999999999948,6.67975393151433e-13,0.9999999999999996,0.2352941176470592,0.11090573012939,0.1253731343283582,0.6149732620320856,0.0670529801324503,0.1801235735549491,0.2244245524296675,0.0,0.913981629005331,0.0561756447301824,0.0732099057678566,0.0779076544171726,0.0729712815678707,0.0565427610377689,0.0647275956774319,0.077291332313095,0.088602966115815,0.376085156381708,0.3591765915557339,0.3779860209279705,0.3493825337671465,0.4030609723518305,0.3422394701059417,0.3993825435592167,0.4063899289119375,0.4557989702943614,0.0391644908616187,1.2983630123514358e-08,0.0468749999999999,0.2931034482758622,0.8260321464841767,0.7975722054691574,0.9666879315000706,0.088965491558788,0.7422568959641725,-5.853166907074978,-5.954800401517166,-5.950933801022642,-5.963566898012779,-5.88638502910884,-1.7378998574620423,False
1,1,1,1,0.230459796646081,0.0455102306274231,0.2,0.7445061393643349,0.0212485057582566,1.6596403945826523e-09,5.929105362783135e-09,0.0030416719731932,0.8303734212253228,0.9999999999999926,4.556497018614377e-13,0.9999999999999978,0.2904411764705886,0.0956561922365988,0.154012545965823,0.6791443850267382,0.1324503311258278,0.1073099274687489,0.1125319693094628,0.0230050323508266,0.3290128208564735,0.051607447073314,0.0744193644783229,0.0970752121124698,0.1322146716289841,0.050819597725304,0.066649770923759,0.0960443756890859,0.1512020741300406,0.4377377515320445,0.4369933625660511,0.4747119755701671,0.4757127216635803,0.4543132770878937,0.397345398732512,0.4774856600612227,0.5194941271927535,0.5413337905324003,0.0234986945169712,8.033615606853638e-08,0.0406249999999999,0.4482758620689658,0.8432563075494575,0.8211746955062487,0.9616004409279982,0.1613995591138483,0.7292043912297724,-5.806119697546143,-5.815017080526807,-5.288484270418766,-5.804571099017659,-5.593388469922831,-1.56893235426038,False
1,1,2,1,0.2597436445847932,0.0645029732000761,0.2,0.5321049274434998,0.0212485014098628,1.5754591476177455e-08,5.7359791983056405e-09,0.0001310152136036,0.7831371548674544,0.999999999999988,1.436603232004446e-12,0.9999999999999948,0.3529411764705884,0.0873382624768945,0.1794203585248361,0.806149732620321,0.2226821192052981,0.0729762827668899,0.4232736572890024,0.2386772106398273,0.1359357844921568,0.1064972596934789,0.1706773918650029,0.2307499695643853,0.3000789335200948,0.1040411108755007,0.1576590664056474,0.226750125328885,0.3256967343334544,0.4003250289670253,0.4137195879842736,0.4719039474491193,0.496372122950459,0.4179952796068039,0.3841278794519333,0.4775118439907044,0.539421836593913,0.6513472064906467,0.0234986945169712,3.105087211642753e-07,0.0749999999999999,0.2758620689655172,0.923183116075109,0.8209668443995297,0.967539230795764,0.1555102785278701,0.6379991154443176,-5.114900373255139,-4.879265236210931,-5.267106010531193,-5.172822024203352,-5.110799252001058,-2.0229156873667016,False
1,1,3,1,0.2443588405777528,0.0550357350997766,0.2,0.3421873269402041,0.021248501558402,6.686709057631068e-09,5.2401942048066415e-09,0.0005149032341915,0.731514787265121,0.9999999999999868,2.8391651195721268e-12,0.9999999999999964,0.2352941176470592,0.11090573012939,0.1253731343283582,0.5909090909090909,0.1332781456953643,0.0952946963549849,0.559462915601023,0.0330697340043133,0.9234730374391844,0.0647663917380051,0.1047542205305955,0.1204364736916216,0.131364215312502,0.0654333227848514,0.0977383570588403,0.1216118677855688,0.1627042489222763,0.4540205828092559,0.4641823117002939,0.5001311447319432,0.4887261136511195,0.47949379010083,0.429642312528298,0.5123575887393812,0.5503006815764715,0.5069706399230824,0.0104438642297649,5.634520767073544e-08,0.0468749999999999,0.3275862068965517,0.8856541246248835,0.8584984369807924,0.9682165022783246,0.1253170027008353,0.6286133764641992,-5.178731373945212,-5.457882826256584,-5.035811293550668,-5.707747515639142,-5.367323508105781,-1.7150212874464097,False
1,1,4,1,0.3351265801371421,0.125837558300968,0.6000000000000001,0.3839272842622832,0.0212485041241404,5.7742819658884925e-09,4.5850934821610546e-09,0.0005277392287325,0.7281716856344915,0.9999999999999812,3.1059859037215008e-12,0.9999999999999964,0.3455882352941181,0.088724584103512,0.1753731343283582,0.6497326203208558,0.0927152317880795,0.1436179848019341,0.2679028132992326,0.0661394680086268,0.3147620811583753,0.0739649951178973,0.1106943935946022,0.1337737533348798,0.1618244191336927,0.068484143371859,0.096514045259776,0.1224675272013701,0.174962220893613,0.4250848268127972,0.4279110249142033,0.4642526251337096,0.4607250475065307,0.4306920389688203,0.380553288020675,0.4521276748322538,0.4881574492941807,0.536399822044026,0.0026109660574412,1.813847009649786e-07,0.065625,0.4310344827586209,0.9171352733392776,0.8549969720209822,0.9780067401778092,0.1710190395502264,0.664472978173952,-5.669064425442365,-5.640745716372262,-5.352415731499708,-5.659628500084973,-5.623399570779628,-1.946998547348648,False
1,1,5,1,0.3464395920083513,0.1199346079539608,0.4000000000000001,0.669030037273199,0.021248506539944,5.9588298606678276e-09,6.4832618850598815e-09,0.0007863440116544,0.8850006535232802,0.9999999999999908,3.951365452827156e-12,0.9999999999999988,0.2352941176470592,0.1178373382624768,0.1179982440737489,0.570855614973262,0.146523178807947,0.0843459806094116,0.2429667519181584,0.0546369518332135,0.3354081719547493,0.0654560519537887,0.0838541728522018,0.1025295177010709,0.1172294072602965,0.0701966851902399,0.0843146661763044,0.1097814807312169,0.1561603723136408,0.4884757321303495,0.4949673177678036,0.5359897151160069,0.5288461386948378,0.5256970162671695,0.4673486581539711,0.561183323473676,0.6086978221783735,0.6960010098256308,0.0052219321148825,4.754489158298928e-08,0.0312499999999999,0.4137931034482759,0.8575973059011428,0.8827637843819747,0.9889908439064716,0.0830313207989511,0.7717587820236824,-5.110016416987743,-5.561486090948496,-5.173744649031351,-5.55908239677955,-5.348986172979359,-2.115809209023302,False
1,1,6,1,0.2563276561606468,0.0593038358322329,0.4000000000000001,0.5678398073921914,0.0212485049824623,1.48703857385869e-09,7.038171071203462e-09,0.0040735664795369,0.7115375014556374,0.9999999999999856,2.9850937734578024e-12,0.9999999999999964,0.3455882352941181,0.0517560073937152,0.300639658848614,0.7379679144385028,0.1067880794701986,0.1403037268461092,0.3024296675191815,0.132997843278217,0.186534961311465,0.0756914164418584,0.1107299876431522,0.1289214609245068,0.1597909998815756,0.0783425955303685,0.1022670193000757,0.1250625853468809,0.1907057822197698,0.4593903284894887,0.4673933550047474,0.5048417485359684,0.5043425338696295,0.4856803608239776,0.4320117464611374,0.5144354178402728,0.5643162407149318,0.5115651189286754,0.0261096605744125,1.018945475999434e-07,0.0437499999999999,0.1896551724137932,0.9027457922472144,0.8475514046397072,0.9657515927406548,0.1921082249140548,0.681805080337555,-5.4688148878688905,-5.541731249352108,-5.166713451460805,-5.704322716093068,-5.382362322215072,-1.820997167852432,False
1,1,7,1,0.189962666827321,0.0235043097705829,0.2,0.4073600038495064,0.0212485014447708,2.587731579749561e-09,4.876151720901533e-09,0.0015221434243873,0.6713534081995671,0.9999999999999756,1.0445053804893686e-12,0.9999999999999958,0.2352941176470592,0.1400184842883548,0.099305452933353,0.570855614973262,0.1456953642384107,0.0848308484646565,0.2519181585677748,0.0877066858375268,0.2361937634146913,0.0823607881358031,0.1080587530674155,0.1179471536697552,0.1258347774894113,0.0838736881001931,0.0974349684863784,0.1162459331246446,0.1505439380328488,0.4739810971014702,0.4797716111412942,0.5143388927097272,0.5022647043831374,0.4922045626294876,0.4338525593870287,0.515287259755399,0.5507392751394223,0.4926857418194315,0.0156657963446475,5.183351284281097e-08,0.05,0.3620689655172414,0.9271064213248192,0.8965215724766824,0.990597226531168,0.1487485187699658,0.6358243270349445,-5.100751825641924,-5.272351928204317,-4.73000867615996,-5.474126265104212,-5.234290030675139,-1.831469978120884,False
1,1,8,1,0.3169261722714325,0.1082103027242767,0.4000000000000001,0.6164939433962013,0.0212484963410708,3.4767346560027274e-09,8.128729107105681e-09,0.0019074522706046,0.8302803011224864,0.9999999999999934,1.7625535718570697e-12,0.9999999999999982,0.2352941176470592,0.0951940850277263,0.1460657875670192,0.5895721925133691,0.1970198675496689,0.0633079134692502,0.2525575447570332,0.1013659237958303,0.2071745123540206,0.0627458370730932,0.0871997261436295,0.1246678692713409,0.1496091665316534,0.0621141081598701,0.0841160294366955,0.1318003466043655,0.1871041055850566,0.4412438616692886,0.441258700013319,0.487215040975621,0.4828245653577179,0.4775256220658551,0.4230853025621603,0.5166734900628577,0.5614848365832958,0.410108329490054,0.031331592689295,1.813847009649786e-07,0.05,0.2241379310344827,0.9151697119367692,0.8868671873779506,0.975159458190888,0.174277721507414,0.693578902963194,-5.56672203489829,-5.7182006558948375,-5.286948573689777,-5.806925905179067,-5.615451348172548,-1.8287524934565151,False
1,1,9,1,0.3293432405166248,0.1021008317639506,0.8,0.6857380407190867,0.0212485053117224,1.5273044159792773e-08,8.205455506047283e-09,0.0002842360757582,0.8695649784028212,0.9999999999999916,2.995966876209624e-12,0.9999999999999988,0.2904411764705886,0.132162661737523,0.1114706189333055,0.6564171122994653,0.23841059602649,0.0560595059786134,0.244245524296675,0.0575125808770667,0.3244625368491246,0.0499051081120065,0.0814386902649485,0.1088148387263115,0.1264402989141109,0.054137042958047,0.0713946399432622,0.1164648215062235,0.1670920618992728,0.4765643744156365,0.4875163256374943,0.5319820379543595,0.5259615520840417,0.5113017336374356,0.4542763587838058,0.5537858521810164,0.6017740322705638,0.4657585685825696,0.0287206266318538,1.018945475999434e-07,0.0437499999999999,0.2413793103448277,0.8369188019909066,0.8483045320974374,0.9837053315619998,0.1392718586955826,0.745879378380461,-5.289521050048847,-5.618026020965978,-5.222079915215314,-5.493365640907198,-5.095252660126714,-2.043678584300645,False
