fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Elitist
1,1,0,0.0,0.22709484796060728,0.06614910120473907,0.4545454545454545,0.6967369513265613,0.012392039310692299,5.311066021279532e-09,8.021475089678466e-09,0.0002522832612164757,0.8727141092783773,0.9999999999999964,3.2740996803374937e-12,0.9999999999999997,0.13895908749402355,0.046609860898696454,0.1075080712531989,0.3924253807800014,0.04571865222970334,0.20762837984828095,0.6560223690537675,0.05259315968451212,0.2709496572834023,4.615281655535456e-06,5.3630466207251105e-06,7.3898408275026945e-06,2.5058025036030936e-05,9.539070734439911e-05,0.00011078197140883803,7.008990856488577e-05,0.00028212505009208997,0.5743104643122183,0.6713714557445114,0.7107885354307196,0.6915207923117475,0.5397537038603298,0.728954714602448,0.7521608291842063,0.7513829063560644,0.4744735817282266,0.05014749262536878,1.0139254075588144e-08,0.034375000000000044,0.5631326408677269,0.7082819201391659,0.9461694241665984,0.9878492683451834,0.07337796841511701,0.852079404916273,2.557271353048843e-06,0.004128368703441503,0.008923286336468501,0.3538293864841161,0.46949486613869396,0.003597626513877645,0.34871441490689814,0.511508508923917,0.1807064277681051,0.3140449261845056,0.0,2.2751001246217794e-07,0.0,2.1904984554312543e-07,0.0,2.654159375674129e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,1,0.0,0.20823987924145881,0.051309046946063204,0.7272727272727273,0.8045120116889809,0.012392039902534834,1.471290534469985e-10,6.2533760496507475e-09,0.008407834476621738,0.8713396675022472,0.9999999999999949,2.211447740424824e-12,0.9999999999999986,0.34662932859777323,0.03961838176389201,0.2879149870342457,0.34662932859777323,0.04433454922937183,0.18871252483750417,0.6427184811839924,0.055815692488471715,0.2533578798140466,3.452945544832695e-06,4.012389561003803e-06,3.987504200040555e-06,4.780356497993552e-06,4.4849536667410005e-05,5.208599691844487e-05,2.4775084429452378e-05,3.381817904291632e-05,0.5852526502333615,0.6841739790273682,0.7243671280033319,0.7057091201003514,0.5393568290443385,0.7284187221491252,0.7516075634662152,0.7508277728171473,0.39563316557714223,0.04424778761061946,8.277856966198456e-09,0.09375,0.5067403870319176,0.7153479697441703,0.9533900610847871,0.9869388352455339,0.12335671475648874,0.914217403593742,6.242797667505724e-07,0.0010768129087016512,0.002356336522295218,0.19110854192114723,0.5280871349102618,0.0009572297404999633,0.3500360828289982,0.5705449349919025,0.1819254569600708,0.31210050879546125,0.0,0.0,0.0,0.0,0.0,3.109448656178798e-08,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,2,0.0,0.2074842257709677,0.05482899985151553,0.6363636363636364,0.6669348783980368,0.01239203444198901,1.5121554797849e-08,6.971751879629059e-09,4.3082012408546154e-05,0.83494151468675,0.9999999999999929,5.935103530331758e-12,0.9999999999999972,0.20611638549279432,0.03029640958415267,0.22000421523801872,0.3794481251280651,0.024957107224729255,0.3147278990695438,0.6406525494665978,0.03888404223120332,0.33281006926956314,2.906173623888454e-06,3.377030005122661e-06,3.3560852266101343e-06,1.1794343017050117e-05,2.0593680187801253e-05,2.391646475092111e-05,1.137604094217236e-05,4.44406905227338e-05,0.5558086417255577,0.6497240430476284,0.687828111173253,0.6675226824763576,0.5344608194589404,0.7218065006540062,0.744784838003407,0.7440132493812652,0.42495374012445675,0.03539823008849561,1.1221477682079802e-08,0.14687500000000003,0.5730700588570343,0.7302406629814879,0.9597506109398312,0.9916385646950812,0.11665472429976081,0.8512107710789657,1.5960690005382772e-06,0.0009581441517083483,0.00177323847165951,0.15518119182390297,0.49191924856330943,0.0005706195855465823,0.3492652320655313,0.5418540764113269,0.191292159366976,0.32011929412683854,0.0,9.089048520702028e-08,0.0,9.280511594309218e-08,0.0,1.1045159653743771e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,3,0.0,0.21625395702420308,0.05722665839881531,0.8181818181818182,0.36858181542864743,0.012392032686725318,1.1633544161131898e-08,6.012498105145947e-09,5.492666397040091e-05,0.7474382286683948,0.9999999999999907,1.4062318624548202e-11,0.9999999999999978,0.26473601529950147,0.02447017697181567,0.32758892994239824,0.40864695034492193,0.03739961648812692,0.25265108619043997,0.6216139201054336,0.025566613847989007,0.4299478215110018,4.307805776138824e-06,5.005753697123188e-06,4.974707362824865e-06,1.6785951709569882e-05,4.573017157862024e-05,5.310872202732881e-05,2.5261551088819466e-05,8.410208798927255e-05,0.5897896161873115,0.689482297920647,0.7299973490143379,0.7115950621462823,0.5387056301710139,0.7275392567165746,0.7507000997333757,0.749922156125341,0.4049048139142184,0.04719764011799411,8.107909806725928e-08,0.03750000000000009,0.5538401748846247,0.7319634702601503,0.9633896313520939,0.9882999959012442,0.13224128912924482,0.8834249262478141,9.685736132354265e-07,0.001604115199526161,0.0035170383421411298,0.2659090667957357,0.4765575481683982,0.0018160486191897292,0.34930408682948644,0.5533846073064674,0.19911199509651478,0.33675479434293965,0.0,1.9042004406592015e-08,0.0,2.635103092668282e-08,0.0,3.1094486563140647e-08,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,4,0.0,0.2757402975698826,0.10351395691582489,0.7272727272727273,0.42327268982815414,0.01239203652963205,2.452107514224279e-10,6.064503745422421e-09,0.004906343739047379,0.7139557767340754,0.9999999999999867,1.51953466492492e-11,0.999999999999998,0.22868998019260986,0.04427936785376156,0.17708835923548596,0.39729185164947756,0.023558586484810816,0.34190807049208555,0.6593349837040728,0.0491747823455053,0.2869460108938741,4.28139177568055e-06,4.9750601173006705e-06,4.944204148569181e-06,1.9659480716002892e-05,5.551513291727181e-05,6.447248415293518e-05,3.066680744858421e-05,0.00012035630752787213,0.5806458096714735,0.6787839057843229,0.7186501949716184,0.6997364825896033,0.5388056066338434,0.7276742782080557,0.7508394197136024,0.7500618343984049,0.47972601663442127,0.03539823008849561,9.161402457138503e-09,0.07812500000000006,0.5766697502312673,0.7375496004344737,0.9609085618644456,0.9925110289850589,0.09588511710757272,0.8408060805804938,1.518081456733982e-06,0.003827142082866549,0.007982591083936064,0.1708653142033683,0.5421171979967889,0.0014081383592414792,0.3501559415228932,0.530605258250806,0.2701639202271086,0.45134731924053073,0.0,1.4929228142417615e-07,0.0,1.7081041962953436e-07,0.0,1.7969549858350575e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,5,0.0,0.30982857001224184,0.1175219906368834,0.7272727272727273,0.7089475273631417,0.012392040583021896,3.4147136941335772e-09,7.435193843092546e-09,0.00038665981149358985,0.9022855335086372,0.9999999999999922,1.9157903900974584e-11,0.9999999999999991,0.2714295471620792,0.05476658655596822,0.17293007169756291,0.38431459599754125,0.03049351922605572,0.27701125407552735,0.6064934371048459,0.04246265600797608,0.2957232572684199,4.711918992150359e-06,5.47534107645932e-06,5.4413823002704736e-06,9.706492924901773e-06,5.807353527330435e-05,6.744368401661815e-05,3.20800803402365e-05,6.96974183818574e-05,0.5976116761147034,0.698634226526323,0.7397042603289813,0.7217389087867644,0.5394978167185238,0.7286091306263829,0.7518040337095486,0.7510244205963034,0.460488222946397,0.0412979351032448,1.180516528568803e-08,0.04062499999999997,0.5499352451433858,0.7272372111414811,0.9680787357662414,0.9954509869794941,0.14154588449661473,0.9172032529747849,9.146175633883538e-07,2.8577167724732656e-05,0.0,0.15997433197242142,0.40469849733237595,0.0007516360149451945,0.34829211323028597,0.5643560945297462,0.2572662690665876,0.41657230463834366,0.0,0.0,0.0,1.3175515464072796e-08,0.0,4.688523182056257e-08,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,6,0.0,0.22663822181777776,0.061875337662829405,0.6363636363636364,0.6399777910388457,0.012392039204289681,2.400800218232209e-09,7.925354372313102e-09,0.0006101198525858874,0.7666277713640242,0.9999999999999895,1.4517779692172286e-11,0.9999999999999978,0.35805272863875415,0.03961838176389201,0.29695733261456775,0.35805272863875415,0.04433454922937183,0.19471719860767392,0.6441254519225631,0.05752488115797521,0.24784285577798304,4.177453581182243e-06,4.8542819233848435e-06,4.824175036691972e-06,5.326460360984781e-06,4.598192775196044e-05,5.340109898912529e-05,2.5400622323744214e-05,3.0611451385198664e-05,0.5880670519859418,0.6874668717111874,0.7278597052105719,0.7093592970740225,0.5387234472223882,0.7275633192287126,0.750724928289767,0.749946003527688,0.3471828900798887,0.03834808259587028,4.862126536795769e-09,0.11249999999999993,0.51185806200039,0.7347460715033776,0.960997931416571,0.9878112212367554,0.16934477460702207,0.8514077885899105,1.0716528639656454e-06,0.005007544919945896,0.010912500296202176,0.30885934062604964,0.5940110750818504,0.003503779736977884,0.350735335622261,0.53688855086772,0.18075710408422177,0.3089367379697653,0.0,1.2556912159784906e-07,0.0,1.1980540022004855e-07,0.0,1.298776762582168e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,7,0.0,0.17864657286716046,0.03449535341068975,0.7272727272727273,0.4431777655023298,0.012392035239918565,1.5925358255498173e-09,6.146192800912784e-09,0.0007289794664262615,0.6970164000584059,0.9999999999999832,5.312245516522415e-12,0.9999999999999974,0.15010928215285843,0.048940353943631235,0.11042423352779415,0.43135714773581046,0.03602993122738206,0.273885802620399,0.6609734812730412,0.04910356615094267,0.2879648901667851,5.682290305602044e-06,6.602931325954476e-06,1.0396087954016415e-05,5.2016237232978485e-05,7.588168075550119e-05,8.812516881293561e-05,6.86449810712733e-05,0.00035746223111079463,0.593871817614567,0.6942585354288002,0.7350636418463574,0.7168941231253128,0.53940869385398,0.7284887672752979,0.7516802109672653,0.7509042523208647,0.44889629996487823,0.029498525073746305,1.1221477682079802e-08,0.059374999999999956,0.5509072525048259,0.746501677192362,0.9738912334921682,0.9965712077517144,0.06895471845822876,0.8342151123154715,3.2914365431239693e-06,0.0017732274011292232,0.003600342464268597,0.1382714194905586,0.5405808464616298,0.0008323281757017734,0.34967462906084795,0.5135437140376183,0.191958937775289,0.3042570038630808,0.0,1.890019421223087e-07,0.0,1.9415158124961843e-07,0.0,2.679780785548632e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,8,0.0,0.27841559948387723,0.10143308610679615,0.8181818181818182,0.6848891913390502,0.012392029529009111,3.003085740799153e-09,8.971429476359234e-09,0.0005451463464214729,0.8588407179161647,0.9999999999999949,8.646552319079535e-12,0.9999999999999987,0.2632333856976984,0.05826232612337055,0.15905759064544903,0.38912984085786484,0.03879813722804535,0.23427968541046332,0.5963953053482696,0.04903234995638003,0.2607909157200772,4.463254794411188e-06,5.186388465348165e-06,5.154221810766517e-06,9.992248767825552e-06,3.232406121216135e-05,3.753953948674062e-05,1.7855955827878364e-05,3.637661272129857e-05,0.5852810449920851,0.6842072013252062,0.7244023649367343,0.7057466018608667,0.5366951790062442,0.7248240764918005,0.7478984801461682,0.7471228858183298,0.44606633369857007,0.05014749262536878,7.109709432312425e-09,0.11562499999999998,0.5181963870845383,0.7424033196512743,0.9675389038924317,0.9908635712473619,0.12070595334365272,0.8671933750488289,1.1127500194647507e-06,0.0009759774674796239,0.0019548338424006263,0.10165786137495784,0.4232330320985633,0.000633109892532455,0.34812668126553753,0.5530518037941867,0.20246531893008912,0.3478259530607274,0.0,0.0,0.0,4.4352212031678033e-08,0.0,1.055937929837168e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,9,0.0,0.29625133112934715,0.10383377962107378,0.7272727272727273,0.738164405831434,0.012392039649614757,1.4338179371409352e-08,8.42701194912336e-09,6.774345291410454e-05,0.8932262584717321,0.9999999999999929,1.4718830612604674e-11,0.9999999999999989,0.32053821460282766,0.03029640958415267,0.3325332303706576,0.3663342667850557,0.03187762222638724,0.25612654398759865,0.5778553491602698,0.052432923246746206,0.2399895093631145,4.056824283578158e-06,4.71410834457409e-06,4.6848708326149475e-06,7.787345014420782e-06,2.850617966087283e-05,3.310564381040241e-05,1.5746941001788658e-05,2.763831021960443e-05,0.5947220361934311,0.6952533040454065,0.7361183151038856,0.7179909743756456,0.5373811559816082,0.7257505108915995,0.7488544081310059,0.7480776007089878,0.46864642627217734,0.02654867256637166,6.4240336593941795e-09,0.13437500000000008,0.5560155133700756,0.7177553015459628,0.9599500326292635,0.9931619364736322,0.09525079974902548,0.8882126523413432,2.969654731400924e-07,0.00044817913367591056,0.0009659624439689509,0.33359505934955525,0.5001860160604034,0.001840006026911453,0.3492654023318063,0.5985438827078605,0.20899311947158325,0.3574061722083078,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
