fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Elitist,switch
1,1,0,0.0,0.2226801905035166,0.0648878800739296,0.5555555555555556,0.688775251830429,0.013210425317485,5.7564169500472164e-09,7.953374598899928e-09,9.182226682046316e-05,0.8681463655261156,0.9999999999999962,2.836059761262221e-13,0.9999999999999998,0.1488753335874951,0.1081159842634416,0.0295175698576857,0.4373674443266171,0.1252329481923219,0.1309107241748275,0.5081764594029283,0.0410730698529411,0.3683997713124844,0.0003299246822115,0.0004717046830386,0.0006068149897937,0.0015334463647087,0.0006231250482742,0.0020156805563238,0.0026553650695352,0.0061162517376451,0.6423355791661708,0.6585891908474879,0.6685782456369225,0.7155908449269441,0.7451184962468206,0.760597229453002,0.7756277065525107,0.8258180510345897,0.4046895005752431,0.0423728813559322,3.2547116055315974e-08,0.0953757225433526,0.6,0.6097701400507749,0.9340235313522957,0.975172724381397,0.0173130956085483,0.8143039204614757,0.0008003171213044,0.0129091811956358,0.0258648481613191,0.1720172443721744,0.3845840129715437,0.0083383382683243,0.4696276870723886,0.5709985225772883,0.6691259023546484,0.6686764342098324,1.5416193302165544e-10,9.81901723117903e-05,3.23799495063111e-10,0.0001158548080505,2.643902940083497e-10,0.0001623650585089,1e-12,1e-12,1e-12,1e-12,0.0084984500062956,1e-12,True
1,1,1,0.0,0.2030624122234022,0.0494867357344467,0.5555555555555556,0.7979460591955273,0.0132104257138435,3.003405112243752e-10,6.236849476797343e-09,0.001673078264549,0.8668173534482837,0.9999999999999948,1.9274827637834682e-13,0.9999999999999986,0.1383911551658406,0.0795570450240419,0.038105833200457,0.4118504772004241,0.0685799478196049,0.2067806932363373,0.4898745008556758,0.0924287683823528,0.1826512503942418,0.0001732082234658,0.0002415886504707,0.0004141372524338,0.0015111040490283,0.0003634509483319,0.0010748924130012,0.0018360494071169,0.0062121858403207,0.667449430077313,0.6843354285193559,0.6947555906390858,0.743996032466565,0.7506878229009468,0.7662699500789151,0.7814322890174076,0.8322450480991932,0.3735977313648924,0.0395480225988701,9.440064789416972e-08,0.1300578034682081,0.5389830508474576,0.6222215868089953,0.9428707483616374,0.9731606669773314,0.0197320342823946,0.8318983870966227,0.0004207889764705,0.0047405299765511,0.0090480739066697,0.2176245172604298,0.3931661774209911,0.012082168422104,0.4708971134905194,0.6244340905484234,0.553291643216032,0.5811146708187046,1.7727383344577152e-11,4.021586707938469e-05,2.468066755867485e-11,4.994019414093909e-05,1.0877717393456975e-10,8.511033413664772e-05,1e-12,1e-12,1e-12,1e-12,0.0012965735108231,1e-12,True
1,1,2,0.0,0.2045482201703633,0.0543636941003395,0.3333333333333333,0.6524855474052101,0.013210420380629,1.5159470988658306e-08,6.8149922842499155e-09,1.6338986243987104e-05,0.8284527035207572,0.999999999999992,5.241563256428709e-13,0.999999999999997,0.1383911551658406,0.0734372723298849,0.041236127563849,0.4264316012725344,0.0834886321282146,0.1815923514176849,0.4337326487925461,0.0378561580882353,0.3365420771007885,0.0004245736885693,0.0005816777037992,0.0008210421970523,0.0030238110750973,0.0003034901495782,0.0008867262798609,0.0012572798392656,0.0041132647738375,0.6063923875991659,0.6217240310484822,0.631138574194681,0.6753839714305054,0.6622110593774758,0.6758433139842069,0.6889646086837704,0.7304367429907184,0.3747059920325655,0.0254237288135594,2.602647881968947e-07,0.1936416184971097,0.5355932203389829,0.6508024389868388,0.9506565163485456,0.9819769846791052,0.0085310874818749,0.7936679856735768,0.0014274370349866,0.0111603020227958,0.0226282461626725,0.3109425724804828,0.4282405320752452,0.0138945330304035,0.4758167422286967,0.5361220926232383,0.571454513828674,0.6032655346828547,6.525571114677014e-10,0.000188633379966,8.166058325195957e-10,0.0002187158519244,9.127650280216751e-10,0.0002623269152339,1e-12,1e-12,1e-12,1e-12,0.0110562359302196,1e-12,True
1,1,3,0.0,0.2117223756400194,0.0557717224765202,0.6666666666666665,0.3643378190832289,0.0132104188800441,1.1951998983900425e-08,5.9429755851504e-09,2.04463031790488e-05,0.7445484624209139,0.9999999999999902,1.2179092014275505e-12,0.999999999999998,0.187317321133562,0.0938365146437418,0.0411097400918998,0.4774655355249204,0.0565997550716149,0.2706472017337101,0.4645369842175316,0.0314223345588234,0.4091286900573301,0.0003640733707479,0.0005068927814643,0.0006373821006267,0.0018727457939121,0.0005223907629025,0.0014963574941645,0.0019130728536951,0.0046373959423605,0.6767262084199206,0.6938645452628506,0.7044307228856836,0.7545008114815761,0.7388585638173288,0.7541849255807895,0.7690611348115485,0.8185527614689836,0.3851136839364513,0.0395480225988701,3.6021065623566114e-08,0.1271676300578035,0.6169491525423727,0.6522266991903398,0.9551183867123128,0.9760232731890436,0.0159351512609117,0.7968175668580777,0.0008066121136968,0.0126353130699876,0.0262687414883621,0.2620846572808212,0.3545950338286385,0.01419033055422,0.471470627437303,0.56940012283953,0.7182524273033758,0.7636554955064122,1.424733255641446e-10,8.927655002555097e-05,2.3932764774882736e-10,0.0001145200636491,2.43682520906081e-10,0.0001327815430702,1e-12,1e-12,1e-12,1e-12,0.0091113756654848,1e-12,True
1,1,4,0.0,0.27490521179672,0.1045156401205221,0.4444444444444445,0.4168926094143874,0.0132104225660793,4.967296264933277e-10,5.892763937898283e-09,0.0009509853556695,0.7129776587831913,0.999999999999986,1.317250331706564e-12,0.999999999999998,0.1383911551658406,0.1142357569575986,0.0262802767165317,0.4373674443266171,0.0864703689899366,0.1801337045044578,0.5368891424225138,0.0346966911764705,0.4382869035978742,0.0003860443253928,0.0005626715594879,0.0008020553229121,0.0017918976058964,0.0005412471632199,0.0016962854869006,0.0024885490940461,0.0050499739355826,0.6569100558508275,0.6735459110610131,0.6838033678311722,0.7320983949051554,0.734679724464643,0.7499257754995017,0.7647323839042593,0.813774796143039,0.4570135426722146,0.0310734463276836,6.292146109610194e-08,0.153179190751445,0.5932203389830507,0.663396536980537,0.952083994856256,0.9845465334323064,0.0290441111450311,0.7916585447142103,0.0008862681655756,0.0186694141799862,0.038081783228845,0.329232492025764,0.5124405481842228,0.0183287755605399,0.482046420370945,0.556639883053504,0.6050435676516616,0.6432812079044068,1.1939105186880448e-10,0.0001020311324545,3.454189880048436e-10,0.0001343687014855,6.342895682807048e-10,0.0001865672697025,1e-12,1e-12,1e-12,1e-12,0.0033121559670028,1e-12,True
1,1,5,0.0,0.3076837403130354,0.1168816714226314,0.6666666666666665,0.7033305886714097,0.0132104263974213,3.676737185484129e-09,7.35533095730548e-09,0.0001424593320174,0.9000297004030143,0.999999999999992,1.6613704456144745e-12,0.9999999999999992,0.1383911551658406,0.112195832726213,0.026787254711356,0.4154957582184516,0.0655982109578829,0.2156429853315031,0.4257463396082904,0.0409007352941176,0.3124805370134921,0.0001727882460037,0.0002099130004523,0.000292143641509,0.0007396603159876,0.0002036566705056,0.0005369377462202,0.0007197682459617,0.0017001315958182,0.6936391433378339,0.7111955641908528,0.7220384410181337,0.7734397177293866,0.7362396471468774,0.7514932095815745,0.7662957709420857,0.8153927901903079,0.3501464458314731,0.0310734463276836,1.24192135270156e-08,0.1040462427745664,0.576271186440678,0.6426527931501791,0.9608699297563384,0.9907258255556816,0.026414142626017,0.8340218978508565,0.0003959633849307,0.0016913267066711,0.0028697624549072,0.3319966166873317,0.4559579059473682,0.019062463144602,0.4756317404836693,0.6331634782583239,0.5793216962446445,0.6008389683887476,1.2975226942886598e-11,3.9698035610685765e-05,4.414358501167155e-11,4.395448240481437e-05,6.884590962942781e-11,5.8370395779719536e-05,1e-12,1e-12,1e-12,1e-12,0.002463489669664,1e-12,True
1,1,6,0.0,0.2224631808740893,0.0604330958907079,0.5555555555555556,0.631577729250115,0.0132104250081357,1.9415836330066403e-09,7.838640588666828e-09,0.0003074359671271,0.7600235048845201,0.999999999999989,1.2591319537713509e-12,0.9999999999999976,0.1453806074469437,0.0795570450240419,0.0395754549673077,0.4337221633085893,0.0417443160641072,0.3105225078453631,0.4787031755086517,0.0572150735294116,0.2691628547157045,0.000215022948091,0.0002939568518151,0.0004754257744835,0.0017163428095783,0.0002515816013024,0.0007771796127667,0.0012097157135728,0.0039232750476024,0.6730856058028714,0.6901187876432751,0.7006350405312758,0.7503936449741472,0.7322583301377495,0.7474331357580422,0.7621613845744357,0.8109616950202378,0.3425381088783898,0.0395480225988701,3.2547116055315974e-08,0.1300578034682081,0.5627118644067794,0.6578904305083291,0.9521942781417648,0.9749577978199692,0.0168524152025681,0.7819868467771588,0.0004948828287478,0.0175209466989332,0.0356466671081759,0.4195206968321881,0.4748580399120736,0.0267378373842189,0.4829113242880132,0.5961370726740944,0.3234252282287463,0.3838612968641233,2.28393891732068e-11,5.7817868213544656e-05,3.362197051764693e-11,5.964183211810007e-05,1.8196066708924587e-10,9.222415668636426e-05,1e-12,1e-12,1e-12,1e-12,0.0023220452867742,1e-12,True
1,1,7,0.0,0.1719941841834286,0.0321029480691626,0.3333333333333333,0.4381304924558069,0.0132104210985908,9.526174269896911e-10,6.009752014464685e-09,0.0004964311142641,0.6924746911262445,0.9999999999999822,4.585114382491201e-13,0.9999999999999972,0.1453806074469437,0.1285152265772985,0.0240983636435786,0.4665296924708376,0.1490868430860976,0.1180709934147141,0.5288077581289217,0.0797334558823528,0.2241750955316127,0.0007326943117037,0.0009576063727633,0.0014791748413768,0.0036515138936,0.0010192703675695,0.0028123243162683,0.0041629703932039,0.0102958394776171,0.6851804160417263,0.7025479750012121,0.7133293249341474,0.7643009734900076,0.7396843983359517,0.75504005190609,0.7699903897347615,0.8197865319313064,0.4805520580950257,0.0367231638418079,1.489955072852817e-07,0.1011560693641619,0.5796610169491526,0.6783515585262887,0.9679828264388964,0.992970845498997,0.0260880129467519,0.7869945894506648,0.0016152252270072,0.0083439526241595,0.0162403793267967,0.2066151524978005,0.388029434347022,0.0126160539061856,0.4709143474007042,0.5327865812538471,0.8007499298293831,0.8149623119923932,3.5831631502989186e-10,0.0001638282051545,8.01090882309021e-10,0.00021039596093,2.2871986868942357e-09,0.0002988828509492,1e-12,1e-12,1e-12,1e-12,0.0151581230340238,1e-12,True
1,1,8,0.0,0.2759507433913892,0.1011135242644093,0.6666666666666665,0.6761454804965452,0.0132104154205986,3.034287254428636e-09,8.903121080682771e-09,0.0002170312273153,0.8549524378293296,0.9999999999999948,7.490003236366007e-13,0.9999999999999988,0.1453806074469437,0.0673174996357278,0.0465819760395364,0.4154957582184516,0.0416910707630051,0.3001092676503024,0.4838847689674842,0.079446231617647,0.2063428991735875,0.0002859719652065,0.0003960893718852,0.0006139168255502,0.002478950934945,0.0003613289689721,0.0010948650391634,0.0016650373528213,0.0061907930741926,0.6673949108083324,0.6842870707065457,0.6947153901807148,0.7441103869203557,0.7340707948057347,0.7492902047212113,0.7640687535206678,0.8131911811110255,0.3307582757987635,0.0480225988700565,4.641588833612705e-08,0.1473988439306359,0.6033898305084745,0.6715082259010783,0.9602073956737998,0.981230133090344,0.0187349117049191,0.8029867891952925,0.0007762633808564,0.0061341638249183,0.0124727123667611,0.2344146567239402,0.5217848141364266,0.0148825088615422,0.4850413142430745,0.5824239038813771,0.4828876363450214,0.526466307878122,1.0891164147324387e-10,7.88062205908529e-05,1.5059548644978964e-10,8.810705680705234e-05,3.3201795376079467e-10,0.0001273666133075,1e-12,1e-12,1e-12,1e-12,0.0027463784354436,1e-12,True
1,1,9,0.0,0.2935548962281049,0.1027059930184109,0.5555555555555556,0.7315898596837043,0.0132104254349623,1.4467090784928012e-08,8.417351467345571e-09,2.680805316430891e-05,0.8903439682743067,0.9999999999999925,1.2749028060061705e-12,0.9999999999999992,0.1418858813063921,0.0591578027101851,0.0517109680420597,0.4191410392364793,0.0715616846813268,0.2028282306327543,0.3887145845217721,0.0535386029411763,0.232938659491374,0.0001783625204098,0.0002810854168237,0.0004542281882777,0.0019622870441039,0.0002731828906955,0.0009207929367719,0.0014802782653426,0.0057084009399688,0.6885389899627807,0.7059757916729467,0.7167494628819499,0.7678980724360821,0.7449493491706229,0.7604084433680367,0.7754323795390003,0.825649847779538,0.3493476240378443,0.0141242937853107,2.2822244741863784e-08,0.1271676300578035,0.5355932203389829,0.625832773868672,0.9509111556613185,0.9861063789726592,0.0212933872155941,0.8223350205520598,0.0004939397450875,0.0031145247370999,0.0068479525756943,0.3857033918163894,0.6292638091119837,0.0161585098854634,0.4902773467807058,0.6146343695042246,0.7174581079152748,0.7169291315431833,2.237471352629467e-11,3.905032693508064e-05,4.3908682990240376e-11,5.717663782032052e-05,1.1565505651724124e-10,8.525647754429931e-05,1e-12,1e-12,1e-12,1e-12,0.0018741380742898,1e-12,True
