fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Elitist,switch
1,1,10,0.0,0.2159446928237251,0.0573953371477864,0.3333333333333333,0.6057085190703174,0.0152667710177525,1.2582581619662088e-09,8.067443204478095e-09,0.0046237047642234,0.7337687534774722,0.9999999999999918,2.934306491092064e-12,0.999999999999998,0.1273170731707317,0.1289024390243903,0.1021553383559078,0.5062560153994226,0.1570231833235925,0.1574597163153965,0.3894274739345164,0.056025568715924,0.2619191687848262,0.019983449231453,0.0269187222445577,0.0304411565550872,0.0444782478428944,0.0228059101104809,0.0376965379246264,0.0412501551736177,0.0640708844102348,0.4946995751966069,0.6149079153600516,0.6082460798264416,0.6761362266851433,0.541399905005185,0.7155567383214686,0.6949436189745961,0.7775211490465453,0.4344163263078699,0.0401069518716577,3.47830039808276e-07,0.0316455696202531,0.4705882352941177,0.8870751564709967,0.9436001866512582,0.9953280947760416,0.0523184468717732,0.7567583494893027,0.0186648163708915,0.0760321281455486,0.1111708764836133,0.6075875416822487,0.2119791108849885,0.1417736414945146,0.3057537944734112,0.5961682001156858,0.3528555173394354,0.4739169709349788,2.013535026581272e-08,0.0089130386413149,2.494011054165729e-08,0.0102807591933535,6.989222028399387e-09,0.0117170255743751,1e-12,1e-12,1e-12,1e-12,0.3082145503690279,1e-12,True
1,1,11,0.0,0.289292186263769,0.1116257757148327,0.3333333333333333,0.44080245453372,0.0152667729490118,1.2735001254543778e-08,3.957285229229698e-09,5.50009820420824e-05,0.7279945844597753,0.9999999999999932,2.105833734860197e-12,0.9999999999999962,0.1565853658536585,0.0948780487804878,0.1567582908023864,0.5784408084696825,0.0905902980713033,0.2878380267955201,0.3793671117614781,0.1017108479037413,0.1432171871707347,0.0070061541997198,0.0128150150564503,0.0173493769282913,0.0357879381099735,0.0072120754751077,0.0168782524403405,0.0212637771263238,0.0488381762609283,0.4882933448809038,0.6073816460832541,0.601142897513621,0.6700381825780393,0.5246284061841603,0.694348301293371,0.6737770286177831,0.7561909861446369,0.3781244200628488,0.0213903743315507,2.55279416005689e-07,0.0601265822784809,0.4873949579831935,0.8684763546156276,0.935257514738666,0.9880694843255258,0.0589998965338109,0.7163507541622902,0.0106115744004224,0.0333791644257114,0.049931770347633,0.0776037730312877,0.5506734689524115,0.0150148166446196,0.4103196052393467,0.6811216757207686,0.5924092701279864,0.7176219953041139,7.381830295307628e-09,0.0036490958063863,2.0526534574774237e-08,0.0052819272009946,5.2287395196639085e-09,0.0088838823376308,1e-12,1e-12,1e-12,1e-12,0.2024650189624818,1e-12,True
1,1,12,0.0,0.2802655537686542,0.0974850371154353,0.6666666666666666,0.4567716664684116,0.0152667769176109,4.104580423241746e-09,8.93117013932213e-09,0.0014495817798337,0.7802233637902658,0.999999999999996,9.277375603720028e-13,0.9999999999999976,0.1273170731707317,0.1175609756097561,0.1120577429495616,0.5206929740134747,0.0905902980713033,0.2615104122593102,0.3074812511432229,0.0618537319044933,0.1930206044404995,0.0176104162756116,0.0273959414778828,0.0353916862797213,0.0556090387393853,0.01527781385526,0.0301354826350687,0.0379245570703106,0.0652029714968553,0.4547333412122861,0.566737310649015,0.5622771461166555,0.6272496313303647,0.4814254633911945,0.6388781632884697,0.6198000984086969,0.6959310448429922,0.5183940734655577,0.0374331550802138,3.661818103092549e-07,0.0727848101265822,0.4453781512605042,0.8956556523348258,0.924975777219944,0.9912845244197556,0.0552868199064943,0.7659916699667416,0.0225259212120014,0.0462875686703071,0.0684039909955795,0.112659139161371,0.4550212649057415,0.0279661231000667,0.3888068667939137,0.5820860307795322,0.5661540711852535,0.6563818376571442,3.1733129458732644e-08,0.009186684209553,9.214636757471793e-08,0.0130668476004239,2.072961542396547e-08,0.019271405376637,1e-12,1e-12,1e-12,1e-12,0.7152369120790957,1e-12,True
1,1,13,0.0,0.1685511902315362,0.0342462914923477,0.5,0.6603355341318313,0.0152667731307496,2.3035028969715783e-09,7.094445412099066e-09,0.0021452844123123,0.8531026604749692,0.9999999999999902,2.5057861008723077e-12,0.999999999999996,0.1199999999999999,0.0835365853658537,0.1497030806583598,0.4701636188642925,0.1145528930450029,0.1957250384138182,0.4177794036948968,0.0453092686595225,0.3336399515491223,0.0089002619383358,0.0120468815565215,0.015430368000681,0.0311443624809449,0.0096191883873295,0.0156748686357572,0.019246611130547,0.0415455656465167,0.4695292666594322,0.583180668349109,0.5768591844387267,0.6423637170798048,0.5142269887636277,0.679649581182356,0.658884004770711,0.7386941799780993,0.4221158350918201,0.0267379679144385,2.362949769832027e-07,0.050632911392405,0.5042016806722689,0.8238950934437974,0.901035025259407,0.9848520524444352,0.0540430256433545,0.7408721957309812,0.0110338466237081,0.0529058804447914,0.0725318765237057,0.4644992523545501,0.3773986869553871,0.09661879043029,0.3605744113825175,0.6727223245579024,0.4625117629483778,0.5827471946866325,1.6828221378587336e-08,0.0048065026485598,1.8970880897083125e-08,0.0059509331976569,3.228172957016568e-09,0.0074154919998667,1e-12,1e-12,1e-12,1e-12,0.1302907458271196,1e-12,True
1,1,14,0.0,0.153912008710588,0.02634175602306,0.3333333333333333,0.6227217574358197,0.015266771209781,6.958792958679773e-09,7.217600246959506e-09,0.0005990729478114,0.7506332914663025,0.999999999999986,1.0869122137426629e-12,0.9999999999999962,0.1273170731707317,0.0646341463414634,0.1939776354970608,0.4990375360923965,0.1026690044808105,0.2269653907617983,0.3376623376623377,0.0810302688475277,0.1619906818134298,0.020044849427871,0.0288270806622098,0.0348675935027483,0.0621313527919981,0.0227607069969201,0.0381510647416086,0.0445108958818158,0.0870001023782184,0.4583418313214439,0.5706484778010692,0.5654101844513877,0.6333278726406807,0.512091977209374,0.6776585280800596,0.6579553414388986,0.7414265113145575,0.4734245635423477,0.0294117647058822,3.854881521464842e-07,0.0727848101265822,0.3949579831932772,0.8114678009673257,0.8938722528790881,0.9705799047634558,0.0435124367918816,0.7280879080354594,0.025624031811569,0.0575557595845113,0.0860927846003998,0.3854106032364177,0.5424463641874365,0.0818220497575595,0.4087018667545828,0.5646236860513376,0.404136038672059,0.5063942872870976,5.3212037682124244e-08,0.0124572482662013,8.106502075979567e-08,0.0142618890113734,1.6509259963467872e-08,0.017339986779522,1e-12,1e-12,1e-12,1e-12,0.5299354866837009,1e-12,True
1,1,15,0.0,0.2105083841992319,0.0514429582558236,0.3333333333333333,0.7800575771993172,0.0152667756035986,2.303626408765067e-09,8.790475018759539e-09,0.002679571884971,0.9165025735337916,0.9999999999999936,2.9588352472612826e-12,0.9999999999999976,0.1199999999999999,0.0910975609756097,0.1382288325599945,0.4773820981713186,0.0418858367426456,0.4184680601812647,0.3623559539052498,0.0627937582252303,0.2213308367995945,0.0084774049133307,0.0129891461456175,0.0189978833882403,0.0416600529020241,0.0072300390461555,0.0154473931082311,0.0216527940567678,0.0516904194465363,0.4483585626822468,0.5575034354201082,0.5524529579875553,0.6178761874305212,0.487222392148942,0.6455039741514477,0.6256313144729594,0.7041646122196977,0.3356560969551523,0.0454545454545453,5.243412349862182e-07,0.0632911392405063,0.4201680672268908,0.8834023607752295,0.9283506300100092,0.9902299584609988,0.046703912231043,0.781500400006396,0.0142417419248699,0.0436629643714375,0.0570461148496639,0.2863123190347402,0.5939572929989415,0.0665554663260008,0.4267952510830295,0.6459842653021893,0.5650524608136331,0.6872354124005031,2.1403079782046063e-08,0.0047638268394772,3.3938283454145824e-08,0.0078682733841278,8.190643501688968e-09,0.0117880660452077,1e-12,1e-12,1e-12,1e-12,0.4506560306879649,1e-12,True
1,1,16,0.0,0.3681238654609579,0.1973692495369554,0.5,0.6570336440772955,0.0152667745491928,2.505873682604763e-09,7.148713645334592e-09,0.0019734217336707,0.8098116747612231,0.999999999999994,2.9518802427907186e-13,0.9999999999999988,0.141951219512195,0.0759756097560976,0.1800720747708561,0.5062560153994226,0.0903954802259887,0.2553722643253026,0.4203402231571246,0.0923105846963715,0.1756219044912772,0.0124705148777885,0.0183926776178948,0.0259636317766956,0.053170040055957,0.0161743327631196,0.0301687207103255,0.0397464804759998,0.0890464960259552,0.5098418069288082,0.6337255233391861,0.628004710686185,0.7019763119215774,0.5645448637386498,0.7459988295630273,0.7263274185416647,0.816641310797205,0.4180013793384136,0.0267379679144385,1.642019425399833e-07,0.050632911392405,0.4621848739495799,0.8800210843614917,0.9362827843878108,0.9903062818199464,0.0505170711030001,0.7810386023561843,0.0135503630049322,0.0488983403441179,0.0690923405012162,0.3268318387448776,0.6317274819921637,0.0688069266450145,0.4544541190102348,0.649974895031709,0.451815224175785,0.5737438313024557,8.604819915237981e-09,0.0046132790859481,2.151405290565453e-08,0.0063708902817373,9.788231285437612e-09,0.0117411068771361,1e-12,1e-12,1e-12,1e-12,0.1089642997262735,1e-12,True
1,1,17,0.0,0.1757688895847875,0.0371849573274152,0.3333333333333333,0.676722239290361,0.0152667786747416,1.2498915619352456e-08,7.673886947586974e-09,0.0002764527967632,0.7896396317259278,0.999999999999989,8.60522573743706e-14,0.9999999999999982,0.1199999999999999,0.0873170731707317,0.1437610593217063,0.4701636188642925,0.1268264172998246,0.1788822066379743,0.4830802999817086,0.0748260951306636,0.246865963694417,0.0132075701009677,0.0201584999008768,0.0262749347195514,0.0523451030933391,0.0132065793991468,0.0276940410818231,0.0339033578736063,0.0728765812833609,0.4353143910725612,0.5420072697961617,0.5372213254655953,0.6022816843717315,0.498436659575716,0.6610266348171325,0.6412438544863095,0.7229603660082957,0.4210371551383611,0.0481283422459892,8.739236962349567e-07,0.0664556962025316,0.4621848739495799,0.8389244968808531,0.8911823217257535,0.982417695893514,0.0499128874456064,0.7372459918517136,0.0224858101249399,0.0427890364726957,0.0622588935757812,0.3904254985303204,0.3613872490718081,0.096237279971387,0.3473244637536493,0.5873867683199018,0.5266394972705641,0.5505823456394183,5.53102276301247e-08,0.0094025971503762,7.681407728627308e-08,0.012559036028781,1.4566636889187961e-08,0.0167106762852478,1e-12,1e-12,1e-12,1e-12,0.5408439039279253,1e-12,True
1,1,18,0.0,0.2273309509440957,0.0790083837381139,0.3333333333333333,0.7407835706800298,0.015266777212896,7.761466439568387e-09,7.459449425787548e-09,0.0005403487329144,0.8194772185244874,0.9999999999999944,1.0198151713700738e-12,0.9999999999999968,0.1199999999999999,0.0986585365853659,0.1282351326033537,0.4773820981713186,0.0962400155854276,0.2300788644376906,0.2705322846167918,0.0680579056213574,0.1566827513192504,0.0209658297246711,0.0265688335919277,0.0337300950667931,0.0697560636657025,0.018273417612596,0.0288427665243664,0.0347578516885676,0.0796101838364251,0.396043240526061,0.4922614974999907,0.4886824730833357,0.5535274839752394,0.4319635628704775,0.5726351046767002,0.553288190921677,0.6298923915182535,0.4733123610581786,0.0481283422459892,3.47830039808276e-07,0.1012658227848101,0.4957983193277311,0.8519409916665701,0.9267453141074034,0.988000002411296,0.0331486184620794,0.7144599982374491,0.0290135079159822,0.0597999451722538,0.0889058474712385,0.2226985854406358,0.6189576799993666,0.0507307127404609,0.4370978461912509,0.5517149814009785,0.2915302627095594,0.4205559168489201,1.1386493769741549e-07,0.0149093382556735,1.0868039178211905e-07,0.0151194603471823,4.023610574194419e-08,0.0242212859760317,1e-12,1e-12,1e-12,1e-12,0.0295976635727414,1e-12,True
1,1,19,0.0,0.2238208689510936,0.0611997168559505,0.6666666666666666,0.5644014669729713,0.0152667710726089,7.813195662074193e-10,6.1553027663579e-09,0.0057564897610494,0.821482747661309,0.9999999999999868,1.6137913640639325e-12,0.9999999999999968,0.1199999999999999,0.113780487804878,0.1116741441037776,0.4918190567853707,0.1087083576855639,0.2133766648137612,0.4591183464422902,0.0573416055649558,0.2989075509976731,0.0096887139184829,0.0132915128372156,0.015938005090989,0.0286278531533728,0.0124574368153795,0.0198968617532987,0.0223404072704828,0.043632365325945,0.5048604128017619,0.6270370216233785,0.6199996334210985,0.6891840353841281,0.5513464906868573,0.7279890165234362,0.7069545673055062,0.7913166760356638,0.4541831960077973,0.0294117647058822,1.5991332178045993e-07,0.0158227848101265,0.3529411764705883,0.864176984601329,0.915749625781772,0.9857623409438854,0.0590658133603924,0.7532920591342949,0.009226925332637,0.0438914912232978,0.0653013074002624,0.2893303722877297,0.6652427894026878,0.0580191520879645,0.4481044000723019,0.6964569684123102,0.4262289135580036,0.5421820261458428,1.1295238913905338e-08,0.0043608538345166,1.647017615909302e-08,0.0049703838734533,3.879708099846111e-09,0.0065467387436884,1e-12,1e-12,1e-12,1e-12,0.2785950917578375,1e-12,True
