feature,importance
"d_mean__fft_aggregated__aggtype_""kurtosis""",0.008577739364107006
"mhl_mean__fft_coefficient__attr_""real""__coeff_0",0.008233081822053978
sigma__c3__lag_1,0.007819549531838093
d_mean__absolute_sum_of_changes,0.007302169946146689
d_mean__time_reversal_asymmetry_statistic__lag_1,0.007211928709250758
"d_norm__fft_coefficient__attr_""abs""__coeff_10",0.007095154594712466
d_norm__sum_values,0.007077403662886736
"d_mean__fft_coefficient__attr_""real""__coeff_0",0.006443413177777656
mhl_mean__mean,0.006418812929744329
mhl_mean__c3__lag_2,0.006258374673607094
d_mean__c3__lag_1,0.0061086727611981825
"d_mean__fft_aggregated__aggtype_""variance""",0.006096587543032454
d_mean__standard_deviation,0.006043868169646019
"mhl_mean__fft_coefficient__attr_""abs""__coeff_0",0.006034647042590918
d_norm__abs_energy,0.00580028024991051
d_mean__variance,0.005785307351190444
d_norm__mean_abs_change,0.005699209900200864
d_mean__variation_coefficient,0.005666785943651247
d_norm__cid_ce__normalize_False,0.005648506396825831
"d_norm__fft_aggregated__aggtype_""variance""",0.005428335499459717
"d_norm__fft_coefficient__attr_""abs""__coeff_20",0.005395110633790426
d_norm__absolute_sum_of_changes,0.005329171307685243
"d_mean__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""",0.005224518230703888
"d_mean__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",0.005037438988931354
mhl_norm__median,0.004995144342367783
"sigma__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",0.0049755792274751446
mhl_norm__quantile__q_0.4,0.004973889834859596
d_norm__c3__lag_1,0.0047190473066818965
"d_norm__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",0.004691653822068274
"d_norm__fft_aggregated__aggtype_""centroid""",0.0046710155545325064
"d_norm__fft_coefficient__attr_""abs""__coeff_16",0.004537409150734806
"sigma__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""",0.004464330514156049
pc_mean__sum_values,0.004406739234053772
"d_norm__fft_aggregated__aggtype_""skew""",0.004398339711854376
"d_norm__fft_coefficient__attr_""abs""__coeff_7",0.00436370199882417
"pc_norm__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",0.004292832457849725
d_norm__quantile__q_0.4,0.004289440426521554
d_mean__median,0.004278222741800201
d_mean__minimum,0.004264616335797763
"sigma__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",0.004244036530886165
mhl_mean__c3__lag_1,0.004161576510716427
"d_mean__fft_aggregated__aggtype_""centroid""",0.004159478192050095
mhl_mean__median,0.004123777631080767
"d_norm__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",0.004120807274118315
d_norm__variation_coefficient,0.004095291219461224
d_mean__c3__lag_2,0.004065735136007617
"d_mean__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",0.004048289299845919
d_norm__minimum,0.004019440075300567
"d_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",0.004010520501554338
mhl_norm__quantile__q_0.3,0.003995306869177493
pc_mean__mean,0.003960251578624352
"d_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",0.003916518684359913
"sigma__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",0.0037984274196535177
"pc_norm__linear_trend__attr_""intercept""",0.0037769078927610135
"d_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",0.0036927288532091584
"sigma__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""",0.0036775279289082206
"pc_norm__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.0036575081597735658
"d_norm__fft_coefficient__attr_""abs""__coeff_11",0.0036182928376775557
"d_mean__fft_coefficient__attr_""abs""__coeff_0",0.0036090594259232394
