fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,best_precision_t+0,best_precision_t+1,best_precision_t+2,best_precision_t+3,best_precision_t+4,best_precision_t+5,best_precision_t+6,best_precision_t+7,best_precision_t+8,best_precision_t+9,best_precision_t+10,best_precision_t+11,best_precision_t+12
1,1.0,0.0,1,0.220878702897051,0.0647166588030919,0.7142857142857142,0.6813609669318836,0.0141210762980545,6.184598762533421e-09,7.779929986056738e-09,0.0012161649064457,0.8635069662486534,0.9999999999999958,3.657989127413692e-14,0.9999999999999996,0.149171270718232,0.1372549019607843,0.0529116395843503,0.4775280898876405,0.0913043478260869,0.2209788277553276,0.5066079295154186,0.051063829787234,0.4260731319554848,0.0017359958271398,0.0023571396429756,0.003058253537004,0.0061714983812899,0.0021521226418211,0.0045736559140604,0.0085146328301417,0.0169974629299299,0.5235390102555244,0.532911986892391,0.5617983490088716,0.6344764009233458,0.5877650284160103,0.6796385058822214,0.7268020729408354,0.8272546906063641,0.320655703415726,0.044943820224719,3.0522330196512325e-08,0.0603174603174603,0.5549450549450549,0.7037298293541709,0.916335306988181,0.976195226251676,0.0399196921605449,0.7857722968158966,0.1790265129670091,0.1790265735116638,0.1790265765055073,0.1790265780750339,0.1790265789989406,0.1790265789835493,0.1790265789955536,0.1790265789983832,0.1790265789989406,0.1790265789989406,0.1790265789989406,0.1790265789989406,0.1790265789989406
1,1.0,1.0,1,0.2005903086820837,0.0487854588042609,0.5714285714285714,0.791701951627758,0.0141210765073862,4.443972551642247e-10,6.113606620763961e-09,0.0164931448419993,0.8622324009480091,0.9999999999999944,2.5011475481298508e-14,0.9999999999999984,0.138121546961326,0.1120448179271708,0.0621771490016656,0.4719101123595506,0.1565217391304347,0.1369510191393934,0.4669603524229074,0.0382978723404255,0.4864864864864863,0.0023571967725902,0.0033154722836723,0.0041157361151797,0.0100147125816647,0.0022695910527348,0.0045116405457887,0.0080899790830123,0.0207646767687915,0.5566781396164246,0.569668492110526,0.6005239319161184,0.6788386940378106,0.575415265235201,0.6652285515136918,0.7113301315420133,0.8096551422499818,0.3379511539736706,0.0308988764044943,5.3626618695871254e-08,0.0285714285714285,0.5054945054945054,0.7169897206182825,0.9276065716629862,0.974111743410598,0.0355326365078963,0.8199404879109762,0.1710396389998576,0.1710396744728149,0.1710396742536926,0.1710396744728149,0.1710396744698138,0.1710396744707999,0.1710396744723862,0.1710396744728149,0.1710396744728149,0.1710396744728149,0.1710396744728149,0.1710396744728149,0.1710396744728149
1,1.0,2.0,1,0.2045984322920874,0.0550927226567449,0.4285714285714285,0.638508005555588,0.0141210713018449,1.5178170312724326e-08,6.552889270859263e-09,0.0002025393129106,0.8220919345509259,0.9999999999999916,6.892693540002516e-14,0.9999999999999964,0.138121546961326,0.0700280112044816,0.0998575314078487,0.4831460674157304,0.0869565217391302,0.2322039166925707,0.3700440528634361,0.0425531914893616,0.3685685685685684,0.0048293235479656,0.0058912656844704,0.0078906645738108,0.0201909796779438,0.002759573904377,0.0048860388441858,0.0092572326864114,0.0248462824566018,0.4841770040399116,0.4894069408664194,0.5164131151783691,0.586793738269425,0.4655001890310845,0.5371700669627082,0.5743658854317506,0.6502548069878715,0.3458803864753557,0.0252808988764044,2.347487430135115e-07,0.1111111111111111,0.521978021978022,0.7504718280454488,0.9372679548586088,0.9817026729431249,0.0339579734508403,0.7696175058937202,0.1078555607801373,0.1078555523127792,0.1078555589775547,0.1078555599776462,0.1078555607347352,0.1078555607532133,0.1078555607779937,0.1078555607801373,0.1078555607801373,0.1078555607801373,0.1078555607801373,0.1078555607801373,0.1078555607801373
1,1.0,3.0,1,0.2098805894102434,0.0554297667792664,0.4285714285714285,0.3610182572856469,0.014121070027493,1.20728743856171e-08,5.7721991163665e-09,0.0002640314925876,0.7417181243929155,0.99999999999999,1.570815244201953e-13,0.9999999999999976,0.1712707182320442,0.1456582633053221,0.0550795351520646,0.550561797752809,0.0695652173913043,0.3093508915703506,0.4052863436123348,0.0553191489361702,0.3279946613279946,0.0032226426089719,0.0041999067728742,0.0057052357313255,0.0108493943630776,0.003255409263608,0.0059977229330846,0.011397325073309,0.0220092548185184,0.5681315074746878,0.5823204781103094,0.6140319747236853,0.693729572431673,0.580762546078962,0.6714397721498413,0.718112588159176,0.8172514779031547,0.4430528835380876,0.0280898876404494,8.06635525673641e-08,0.0539682539682538,0.5604395604395603,0.7497596517174734,0.943078786461736,0.9769401871408367,0.0208726741982007,0.7764882360746213,0.058403164724301,0.0584032072436865,0.0584032064881409,0.0584032077500989,0.0584032082665005,0.0584032083273369,0.058403208326265,0.0584032083273369,0.0584032083273369,0.0584032083273369,0.0584032083273369,0.0584032083273369,0.0584032083273369
1,1.0,4.0,1,0.2765587839313561,0.1065604698891349,0.5714285714285714,0.4115542456561527,0.0141210735704388,1.2047854087411502e-09,5.626007907371581e-09,0.0054770083567474,0.7121537116320243,0.9999999999999856,1.7005529249225097e-13,0.9999999999999976,0.143646408839779,0.1232492997198879,0.0577998109604367,0.5112359550561798,0.0695652173913043,0.2900641478509057,0.5506607929515418,0.0425531914893616,0.5245245245245244,0.0023456609857336,0.0030754394220633,0.0039920228569478,0.0087598406596377,0.0019388499225607,0.003690657160351,0.0069685556562983,0.0152811795743172,0.5431708235887429,0.5546533901185664,0.5847516281966095,0.6607885364607728,0.5553185889869804,0.6417720187266629,0.6862341110671779,0.7795684578387301,0.4307013476002814,0.0196629213483145,7.665472564050408e-08,0.0761904761904762,0.4450549450549449,0.7631671460114156,0.939268770328366,0.9850296593723772,0.0492498014656473,0.762731782393935,0.0538953159936665,0.0538953527992359,0.0538953562254935,0.0538953555371294,0.053895356048172,0.0538953562254935,0.0538953562161472,0.0538953562243359,0.0538953562254935,0.0538953562254935,0.0538953562254935,0.0538953562254935,0.0538953562254935
1,1.0,5.0,1,0.3077417834351797,0.1172036376070643,0.7142857142857142,0.698209153490624,0.0141210771933092,3.923869693912998e-09,7.171143684967183e-09,0.0019241816391807,0.8977469198285584,0.9999999999999916,2.145489846404976e-13,0.999999999999999,0.138121546961326,0.084033613445378,0.0834913047061732,0.4606741573033708,0.0608695652173913,0.2928193969536835,0.3876651982378852,0.0553191489361702,0.3153153153153151,0.0010861174526575,0.0014730205289822,0.0024185970612613,0.0073183775901142,0.0010225320867036,0.0020186986624265,0.0045148714934867,0.0142229318937913,0.5890348381882728,0.6053509911233808,0.6381682458836219,0.7208930097945155,0.5880015672187767,0.6797789458686743,0.7269480812343029,0.8276507155843915,0.2323395126925653,0.0224719101123595,2.6847539999645883e-08,0.0476190476190476,0.5439560439560439,0.7381658284918544,0.9504463756032412,0.9911259071814664,0.0323363825981245,0.8201009987095698,0.0040277286413738,0.0040277273763719,0.0040277280955186,0.0040277285795514,0.0040277286375153,0.0040277286401305,0.0040277286412881,0.0040277286413738,0.0040277286413738,0.0040277286413738,0.0040277286413738,0.0040277286413738,0.0040277286413738
1,1.0,6.0,1,0.2209206775738144,0.0600880913822323,0.7142857142857142,0.6238692502226243,0.0141210757944949,1.481979536079023e-09,7.647968711122712e-09,0.0060008911758987,0.7534103090910987,0.9999999999999885,1.6262839061429945e-13,0.9999999999999976,0.149171270718232,0.1288515406162465,0.0566506929154254,0.5056179775280899,0.1217391304347824,0.1822852858893013,0.4581497797356828,0.0340425531914893,0.517209517209517,0.0024302871715421,0.0039453394414346,0.0058331298893256,0.0125152604152322,0.0021338627898658,0.0048641797729411,0.0107414617755194,0.0229928913282419,0.5638115053162827,0.5777186189784012,0.609303270198549,0.6888497434809053,0.5707240367731181,0.6598900873957556,0.7059199276044281,0.8031981500725298,0.3138710112691538,0.0280898876404494,1.1521246763514177e-07,0.0507936507936508,0.4725274725274725,0.7566722178571788,0.939296973463823,0.975852245013592,0.0465125252648345,0.7626846920695902,0.142661738481829,0.1426617850403802,0.1426617913343068,0.1426617913343068,0.1426617913313915,0.1426617913337066,0.1426617913343068,0.1426617913343068,0.1426617913343068,0.1426617913343068,0.1426617913343068,0.1426617913343068,0.1426617913343068
1,1.0,7.0,1,0.168177741525823,0.0308681073048634,0.2857142857142857,0.4338688326454062,0.0141210719345482,3.4074467335862685e-10,5.7771042194914825e-09,0.0203411380636356,0.6878837472156668,0.9999999999999816,5.893473473724941e-14,0.9999999999999972,0.149171270718232,0.0924369747899159,0.0800543970988214,0.4887640449438203,0.1217391304347824,0.1769368611603796,0.5110132158590308,0.0382978723404255,0.5272415272415271,0.0019798991803035,0.0028376598097265,0.0039903130047434,0.0101609568488124,0.0019559452879738,0.004082451419729,0.0086046422102361,0.0219189223101476,0.5781929857435997,0.593452674203624,0.6256744693163693,0.707140331951632,0.5897018504387089,0.6818599290043303,0.7292779802765389,0.8307217517791545,0.4663330948795674,0.0168539325842695,8.06635525673641e-08,0.0761904761904762,0.4615384615384615,0.7781084629058268,0.9594846442178356,0.993241705836424,0.0318183808972972,0.7693277836143352,0.0756346229942447,0.0756345989577515,0.0756346290751797,0.0756346302316708,0.0756346309105172,0.0756346312023087,0.0756346313351712,0.0756346313335421,0.0756346313351712,0.0756346313351712,0.0756346313351712,0.0756346313351712,0.0756346313351712
1,1.0,8.0,1,0.2758546930818145,0.1017967514526255,0.4285714285714285,0.6679411545074259,0.0141210662909768,3.053310691954713e-09,8.729336576088337e-09,0.0031680820392798,0.8510409298305383,0.9999999999999946,9.662172539026025e-14,0.9999999999999986,0.138121546961326,0.0980392156862745,0.0714319797680965,0.4831460674157304,0.1347826086956521,0.1601206428685446,0.4757709251101321,0.0723404255319148,0.3049413049413048,0.0039991997207477,0.005525721317002,0.0076780859314729,0.0186788303476048,0.0037073719925692,0.007129644468498,0.0142741215895436,0.0352327028470142,0.5574462720960348,0.5706400038339607,0.6019086837607556,0.6817546598770712,0.5694605953639343,0.6583813607837261,0.7043126040526613,0.8025312412835172,0.4483785974801724,0.0393258426966292,1.820837790238068e-07,0.0666666666666666,0.4560439560439558,0.7712962830722165,0.9495016343685008,0.9819060593698928,0.0340547617875122,0.7781135461202808,0.1162279621406718,0.1162280162562652,0.1162280188030321,0.1162280191307082,0.1162280192375469,0.116228019249294,0.1162280192489511,0.116228019249294,0.116228019249294,0.116228019249294,0.116228019249294,0.116228019249294,0.116228019249294
1,1.0,9.0,1,0.2931217524513345,0.1025734628578236,0.7142857142857142,0.725445525128341,0.0141210762031672,1.4580269438475976e-08,8.299961686081124e-09,0.000366195105103,0.8874136819860076,0.9999999999999925,1.6445218203989977e-13,0.9999999999999988,0.138121546961326,0.103641456582633,0.0674524025385312,0.4719101123595506,0.0391304347826086,0.4019272614236867,0.3744493392070484,0.0765957446808508,0.2334508421464943,0.0028415130514229,0.0039275305555212,0.0053964033462257,0.0130326665483648,0.0027447608188574,0.0053585151785645,0.0108891758878295,0.0254196511222923,0.5836103978586565,0.5994838160520752,0.6320884439164196,0.714664940341103,0.5864759888880244,0.6781151899266372,0.7253106055564776,0.8261841151230216,0.2864436784164281,0.0280898876404494,4.1523894040454255e-08,0.0666666666666666,0.4450549450549449,0.7201334422461196,0.9377842146940732,0.986757711379121,0.0361914407594452,0.8067453665699289,0.0377866496172164,0.0377867004523194,0.0377867002071304,0.0377867003988572,0.0377867004500043,0.0377867004518907,0.0377867004523194,0.0377867004523194,0.0377867004523194,0.0377867004523194,0.0377867004523194,0.0377867004523194,0.0377867004523194
