fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.3145936982758255,-0.4576203919337995,1,0.102507,0.6088458289958114,133.95920362318373,0.8056803963747382,5.101667179901343,6.332122765872107,0.6123987582675461,1.0,1.0000000000000029,1.0,0.010034,0.3671462972890187,0.4822384995697553,0.5578767909193557,0.7136929650318421,0.3665121142566499,0.4778397292946872,0.5742108079519025,0.7145586383677954,-5.5816528602335165,-4.56656087720655,-3.8994451070907488,-2.5251752084080303,-5.621078730229409,-4.633244072202489,-3.7781220838574656,-2.532784608368257,0.002358,0.8184566608343542,1.1861861861861855,2.067429290844337,0.4654654654654652,0.5743243243243243,0.102885,0.8892282185270515,0.8619635318351654,0.625045966047965,0.1948928555606278,-0.4744703432877125,0.01042,0.0,0.0,0.0,0.0,0.0,8.0588e-06
1,1,1,1,0.7187771841238237,0.4223799471086549,1,0.001924,0.5804657720623523,133.9745621452909,0.4262656988392617,5.179334372410192,12.15048357518262,0.6021014092441879,1.0,1.000000000000003,1.0,0.008538,0.4189952990380524,0.4850358556359341,0.5588700546256334,0.7127519849310899,0.4313124008351583,0.4726887706736482,0.5647910409427299,0.7246739254788812,-5.115222252087676,-4.53379472819598,-3.883751213897608,-2.5289596385636437,-5.017364302234584,-4.65231269694449,-3.839721313412486,-2.42912140128489,0.002106,0.8483636195032496,1.1861861861861855,2.0197857568198785,0.5055055055055053,0.581081081081081,0.078494,0.8494306824643372,0.8726728948118236,0.6029174087479763,0.1861623282557754,-0.4527860076926706,0.007803,0.0,0.1430063423,0.0,0.0,0.0,2.57913e-05
1,1,2,1,0.368330006217265,-0.4439446999058485,2,0.001589,0.6404209879233529,133.98575405006795,0.1254017742745996,5.576109816265749,44.46595631139487,0.6344368727047465,1.0,1.0000000000000024,1.0,0.007054,0.3911193232200824,0.4562301520249427,0.5589138484460644,0.7048343059529689,0.3787124146651494,0.4394941599485715,0.557271981290994,0.6999385720632987,-5.371725447257067,-4.797298454709416,-3.8913925093921,-2.604039067646146,-5.497727167467112,-4.959874069773818,-3.9176669769500654,-2.65522103324739,0.001807,0.800166926207448,1.1861861861861855,2.6633327251749805,0.7057057057057055,0.5,0.078203,0.9301772146557888,0.891317699710966,0.7125277425400076,0.1672029999157842,-0.4185376128819116,0.006207,0.0,0.0,0.0,0.0,0.0,3.43983e-05
1,1,3,1,0.5758471082076386,-0.1794034622860874,1,0.001718,0.6087644068774544,133.97063892890637,0.6222172453539992,5.933062878887,9.53535589569121,0.6437013034121277,1.0,1.0000000000000024,1.0,0.007436,0.4935464802482878,0.5199140804557505,0.6093904675574805,0.7235386353597504,0.5184943876018278,0.5243789246198741,0.5967064352555267,0.7227057100148104,-4.459956885807434,-4.227757176414274,-3.439805640472395,-2.434588207603888,-4.260064810305065,-4.208002054586265,-3.5680928303899027,-2.453328925868441,0.00194,0.8570034156491717,1.1661661661661658,2.543345761304648,0.5255255255255253,0.527027027027027,0.074178,0.9270835302933342,0.8845902056184924,0.7149697234356193,0.17367172027396,-0.4482926047353744,0.008432,0.0,0.1212554083,0.0,0.0,0.0,2.42241e-05
1,1,4,1,0.5144441144904377,-0.0004095825512888,1,0.001559,0.5629912654782765,133.9445564509753,0.4969653274536846,4.888781424373143,9.837268626811312,0.5531401520022423,1.0,1.000000000000001,1.0,0.007059,0.3229919383213279,0.5415527073271478,0.619437811178306,0.7670290846527725,0.3049468798926235,0.53475548189103,0.6176351508801012,0.7625881343152605,-5.9729378975051794,-4.044674448373105,-3.35752917673451,-2.055397694738801,-6.190830865183195,-4.143928052752765,-3.4057197086272923,-2.1146250024958544,0.001723,0.8296509424002887,1.1461461461461455,1.8004066355637218,0.6056056056056053,0.527027027027027,0.073334,0.9185818038837146,0.8843721647873898,0.6196511098093942,0.1757123716656561,-0.4198282405618002,0.009561,0.0,0.0,0.0,0.0,0.0,4.25722e-05
1,1,5,1,0.8323260260824727,0.7632857296255531,1,0.001554,0.6661632395636401,133.9608261333989,0.8603797173100749,6.147665713257582,7.145293629745116,0.6963495706543309,1.0,1.0000000000000038,1.0,0.006861,0.3920301820092538,0.4480931616747371,0.5586107100804764,0.7363795741000957,0.392761802709759,0.4285516087892951,0.5627153638929224,0.7377037255132579,-5.36007027040583,-4.8657998285466615,-3.891439246757458,-2.3241680190764127,-5.3939667941334015,-5.076053615379234,-3.8843057259438174,-2.329921604273106,0.0017,0.8654678691613382,1.1461461461461455,3.677609101601031,0.6256256256256253,0.5945945945945946,0.077526,0.9306022471045344,0.8754570277050515,0.6796111427108902,0.1835791833207472,-0.4369958437831038,0.008985,0.0,0.0,0.0,0.0,0.0,1.14097e-05
1,1,6,1,0.8182551570291303,0.8640176084736431,1,0.00175,0.6501475489612667,133.97312993706203,0.8993598972196539,5.128651009967352,5.702556925011259,0.6777129139871361,1.0,1.000000000000003,1.0,0.007791,0.5165916764125222,0.5630525686816382,0.610026272627293,0.7295152694401207,0.5089123510738649,0.5614947577488643,0.6148655766236844,0.7330548561628473,-4.264554636657395,-3.854683718260509,-3.440288853323593,-2.386175114432886,-4.36058258852982,-3.893680341015784,-3.419777435841877,-2.37032299397935,0.001984,0.8662999921120882,1.0860860860860857,3.0583380323784315,0.7257257257257255,0.5067567567567568,0.076968,0.9135306487653658,0.8816908668282134,0.6278257736154605,0.1802005408289383,-0.4815067197485186,0.008694,0.0,0.1452246982,0.0,0.0,0.0,5.7224e-06
1,1,7,1,0.3741009175404346,-0.4782647726038727,1,0.001711,0.6269492078824288,133.9608078706564,0.1666173038453878,5.460461119131959,32.77247316520607,0.6263970655934601,1.0,1.000000000000001,1.0,0.007955,0.5687694808732361,0.537437883050878,0.5586809436258261,0.7285088465730624,0.5779936441618341,0.5447379757006127,0.5709843771360457,0.7163054547991056,-3.806082076034072,-4.082617774682364,-3.89512447699522,-2.39620705638492,-3.745416829818118,-4.040569589055886,-3.80762590870968,-2.5178633198844587,0.001912,0.858935194398964,1.1461461461461455,2.067429290844337,0.6256256256256253,0.527027027027027,0.082651,0.907499212284592,0.8754576319501938,0.551066875213247,0.1810162308103072,-0.5115902677614075,0.00853,0.0,0.0,0.0,0.0,0.0,3.59389e-05
1,1,8,1,0.5371432990273824,-0.1511300860829374,1,0.001648,0.5193916960489404,133.98555849105705,1.2258658867753054,4.121849600265933,3.362398484803783,0.5294385228001508,1.0,1.0000000000000024,1.0,0.007564,0.4232812239790924,0.5655654629952113,0.6485916940623971,0.7854974815779358,0.4872485217876723,0.5675845352055879,0.6626699358540313,0.7897862960754211,-5.080432671773126,-3.827021951277248,-3.095627041893156,-1.8895961915579544,-4.5522815685932345,-3.83904685603489,-2.994864956602181,-1.8663075788253645,0.002069,0.8510662389410776,1.1461461461461455,3.1304793630180408,0.5055055055055053,0.6013513513513513,0.076093,0.9358760168350309,0.8591198001075625,0.6716344947287093,0.211845023338273,-0.4356292373743439,0.008245,0.0,0.0,0.0,0.0,0.0,1.52332e-05
1,1,9,1,0.6594711028063808,0.099842617884386,1,0.001561,0.6761844930501275,133.97044275888143,0.9235288279685336,5.699098372821765,6.171002138999762,0.6958533223025413,1.0,1.0000000000000056,1.0,0.007596,0.4782407104685335,0.531856134746928,0.5757750920601831,0.7058950294915107,0.5052379725963146,0.5229264485401527,0.595264616410249,0.7061985041990693,-4.600977471977124,-4.12818596791611,-3.740899843365328,-2.5934762846698645,-4.383912092430803,-4.227180736158806,-3.5862177048321167,-2.6032715909401336,0.001791,0.8091566723146593,1.2062062062062056,2.543345761304648,0.7257257257257255,0.4662162162162162,0.082248,0.958757345987444,0.8797042823216267,0.6903780920969018,0.1872182647541025,-0.4416043221810094,0.008179,0.0,0.0,0.0,0.0,0.0,2.3551e-06
1,1,10,1,0.6417930893787142,0.3811461211030362,1,0.001778,0.5475866129686012,133.97128899569626,0.4089101241430688,4.947108127945343,12.098277435201034,0.5872589483500699,1.0,1.0000000000000009,1.0,0.007381,0.5593954466364023,0.5696217097183445,0.631263446401687,0.7442596600495972,0.6559065030145157,0.6178593680159016,0.6474072402913988,0.7365962685011614,-3.8847332066207896,-3.7945700354261462,-3.2510856352321573,-2.254817802706574,-3.053509297425351,-3.3911421834765703,-3.128932337888661,-2.337462783093992,0.001704,0.8149688274476352,1.1261261261261255,2.543345761304648,0.5855855855855853,0.4864864864864865,0.079706,0.8057314908935115,0.8667946728524397,0.5706697550061905,0.1799115163307802,-0.4985935742889613,0.008693,0.0,0.163921673,0.0,0.0,0.0,2.48561e-05
1,1,11,1,0.5004294382701698,-0.1104761785932759,1,0.001782,0.6615399237353523,133.97878687504266,0.905049215563114,5.341211834483462,5.901570591561923,0.653452886849406,1.0,1.0000000000000018,1.0,0.00781,0.3363433869311953,0.4993716037898599,0.6250732388546242,0.762232798784066,0.3499296257981276,0.4581322323517058,0.647877993202489,0.7554179029714763,-5.863356793906844,-4.423014628857602,-3.3124500364939715,-2.1006555305328165,-5.801992346982152,-4.8362650656579484,-3.142750800098332,-2.182938204053067,0.001895,0.8242605258762047,1.1661661661661658,2.543345761304648,0.6256256256256253,0.5067567567567568,0.082447,0.9065679358832672,0.8682856914525048,0.5929676452947483,0.194192531257992,-0.4566248202040156,0.009039,0.0,0.0,0.0,0.0,0.0,3.34161e-05
1,1,12,1,0.5126182598075562,0.5173644896399612,2,0.001652,0.5820913007243147,133.98961366892738,0.3137718808618903,5.370646579987956,17.116404966676722,0.6002091215128327,1.0,1.0000000000000022,1.0,0.007573,0.3852293626011291,0.4513477168590957,0.5720535458516213,0.7217893111547317,0.3900540769118229,0.4343687091378307,0.5382670831830166,0.721724058219505,-5.419699549015977,-4.836812870709831,-3.772693527401077,-2.452651856057715,-5.404500990060821,-5.01184573215361,-4.09124138980482,-2.465698262639874,0.002067,0.8051903537268184,1.1061061061061055,2.319345059274428,0.6056056056056053,0.5067567567567568,0.077459,0.9251843860002004,0.8859781387035074,0.7068682995100646,0.1707125173769553,-0.5006164322046333,0.00729,0.0,0.1819604774,0.0,0.0,0.0,5.99344e-05
1,1,13,1,0.4064610975727995,-0.40954527197266,1,0.001549,0.6227138926905613,133.98550834721746,1.132010656148907,5.069134544947074,4.4779918964652135,0.6109271810427291,1.0,1.000000000000003,1.0,0.006888,0.3843395844692897,0.5277805831909972,0.5986061037218546,0.7191235578456265,0.4425641359116177,0.5788207892676654,0.6062882720617517,0.7233158678686996,-5.433672931913556,-4.167696668994456,-3.5426074086016683,-2.478948918018059,-4.9534667466757565,-3.742667720466178,-3.4985871519187937,-2.4586606928971038,0.00155,0.8428711248688678,1.1661661661661658,2.7889802923804394,0.7457457457457454,0.5878378378378378,0.077188,0.9714449336848184,0.887060270102272,0.6992611012270511,0.1818872454339074,-0.4981064867258737,0.008969,0.0,0.0,0.0,0.0,0.0,5.00494e-05
1,1,14,1,0.619532220566172,0.1903426910226118,1,0.001747,0.5176543275028769,133.99546713141464,0.6300990084317336,5.199291994969393,8.251547654248842,0.5123985701202503,1.0,1.000000000000004,1.0,0.007165,0.3799012579040453,0.4634880215046981,0.6019054650427773,0.7340598011842243,0.3813382803907505,0.4704703371189663,0.5705070698760835,0.7281453113080278,-5.465450640709838,-4.728730341726618,-3.5087412430331257,-2.3439541662274,-5.4634041585748125,-4.676278603596512,-3.7928538103174487,-2.400749859981439,0.001836,0.8447792158912144,1.0860860860860857,2.4287643824604506,0.5855855855855853,0.5540540540540541,0.075458,0.9388113207507331,0.8758458283140517,0.7587438707350518,0.1784427286789573,-0.5284513225607427,0.009481,0.0,0.0668342572,0.0,0.0,1e-10,1.01778e-05
1,1,15,1,0.5510696704778072,-0.0951804184200666,1,0.001581,0.5909264464513647,133.94864113422295,0.8865709794502958,5.183756692358859,5.846973127377758,0.6370720236471449,1.0,1.000000000000004,1.0,0.00694,0.5384365907162225,0.5981742876392654,0.6369000753797024,0.7554980449829861,0.5637711065932088,0.6102451959076817,0.6495987488081645,0.7570287377961887,-4.071734900353373,-3.544751910506489,-3.2031279032415005,-2.156902222800173,-3.867189546250624,-3.4551945704825897,-3.1063234831136697,-2.153951605304809,0.001705,0.848579653325505,1.1461461461461455,1.60400310705682,0.4654654654654652,0.5675675675675675,0.076438,0.8999267101032036,0.8570150315925897,0.5945444982547943,0.2055532105250075,-0.4653825979166829,0.009695,0.0,0.2327920629,0.0,0.0,0.0,8.57314e-05
1,1,16,1,0.4369586180322867,-0.2389855804561942,1,0.001817,0.5946481855835903,133.97331986334066,0.655588178568996,5.313968245952551,8.1056498876349,0.6001948703394182,1.0,1.0000000000000022,1.0,0.008365,0.5526765799150472,0.5523734636792609,0.620188858655782,0.735731006717564,0.5704702933757679,0.5423395186036176,0.608680276191765,0.7419086752510567,-3.946162410512016,-3.9488364173758814,-3.350587923121882,-2.331307328726384,-3.800413137315641,-4.049309929221293,-3.4623370544952303,-2.283552560105387,0.002111,0.8143583376835755,1.1661661661661658,2.4287643824604506,0.6456456456456453,0.4594594594594595,0.077654,0.922982206966097,0.8818484414782387,0.6356004314608059,0.1851588278565098,-0.5166498835094514,0.006525,0.0,0.0,0.0,0.0,0.0,3.75503e-05
