fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,bsf-progression_0.1,bsf-progression_0.5,bsf-progression_0.9,bsf-progression_1.0,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.22709484796060728,0.06614910120473907,0.4545454545454545,0.6967369513265613,0.012392039310692299,5.311066021279532e-09,8.021475089678466e-09,0.0002522832612164757,0.8727141092783773,0.9999999999999964,3.2740996803374937e-12,0.9999999999999997,0.13895908749402355,0.046609860898696454,0.1075080712531989,0.3924253807800014,0.04571865222970334,0.20762837984828095,0.6560223690537675,0.05259315968451212,0.2709496572834023,4.615281655535456e-06,5.3630466207251105e-06,7.3898408275026945e-06,2.5058025036030936e-05,9.539070734439911e-05,0.00011078197140883803,7.008990856488577e-05,0.00028212505009208997,0.5743104643122183,0.6713714557445114,0.7107885354307196,0.6915207923117475,0.5397537038603298,0.728954714602448,0.7521608291842063,0.7513829063560644,0.4744735817282266,0.05014749262536878,1.0139254075588144e-08,0.034375000000000044,0.5631326408677269,0.7082819201391659,0.9461694241665984,0.9878492683451834,0.07337796841511701,0.852079404916273,-1.784174919781818,-0.009617837525,-2.087872340425532e-08,0.0,0.0002851027,0.0054456115,0.0024004831,1.9453286409,-0.0757947206,0.0052756778,-0.0002539905,531.5642818904,7.7431108039,2.5712513061,0.0,8.448368626920223e-07,0.0,8.312761886662133e-07,0.0,1.0333266190383058e-06,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,1,1,0.20823987924145881,0.051309046946063204,0.7272727272727273,0.8045120116889809,0.012392039902534834,1.471290534469985e-10,6.2533760496507475e-09,0.008407834476621738,0.8713396675022472,0.9999999999999949,2.211447740424824e-12,0.9999999999999986,0.34662932859777323,0.03961838176389201,0.2879149870342457,0.34662932859777323,0.04433454922937183,0.18871252483750417,0.6427184811839924,0.055815692488471715,0.2533578798140466,3.452945544832695e-06,4.012389561003803e-06,3.987504200040555e-06,4.780356497993552e-06,4.4849536667410005e-05,5.208599691844487e-05,2.4775084429452378e-05,3.381817904291632e-05,0.5852526502333615,0.6841739790273682,0.7243671280033319,0.7057091201003514,0.5393568290443385,0.7284187221491252,0.7516075634662152,0.7508277728171473,0.39563316557714223,0.04424778761061946,8.277856966198456e-09,0.09375,0.5067403870319176,0.7153479697441703,0.9533900610847871,0.9869388352455339,0.12335671475648874,0.914217403593742,-1.615418154709091,-0.0069711621,-9.685106382978724e-09,0.0,6.95992e-05,0.0037077288,0.0016330236,1.0677101389,0.1067108327,0.0017283904,0.0002738499,603.4025799292,7.7872720331,2.5570518211,0.0,0.0,0.0,0.0,0.0,1.2105814354672476e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,2,1,0.2074842257709677,0.05482899985151553,0.6363636363636364,0.6669348783980368,0.01239203444198901,1.5121554797849e-08,6.971751879629059e-09,4.3082012408546154e-05,0.83494151468675,0.9999999999999929,5.935103530331758e-12,0.9999999999999972,0.20611638549279432,0.03029640958415267,0.22000421523801872,0.3794481251280651,0.024957107224729255,0.3147278990695438,0.6406525494665978,0.03888404223120332,0.33281006926956314,2.906173623888454e-06,3.377030005122661e-06,3.3560852266101343e-06,1.1794343017050117e-05,2.0593680187801253e-05,2.391646475092111e-05,1.137604094217236e-05,4.44406905227338e-05,0.5558086417255577,0.6497240430476284,0.687828111173253,0.6675226824763576,0.5344608194589404,0.7218065006540062,0.744784838003407,0.7440132493812652,0.42495374012445675,0.03539823008849561,1.1221477682079802e-08,0.14687500000000003,0.5730700588570343,0.7302406629814879,0.9597506109398312,0.9916385646950812,0.11665472429976081,0.8512107710789657,-1.4959099949636363,-0.0221106594708333,-8.548510638297872e-08,0.0,0.0001779411,0.0036401461,0.0015648787,0.8739395912,-0.0059463531,0.0012089922,-3.40082e-05,568.4901946956,8.1265954017,2.6156105558,0.0,3.375132001437524e-07,0.0,3.521877994418008e-07,0.0,4.3001402200433067e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,3,1,0.21625395702420308,0.05722665839881531,0.8181818181818182,0.36858181542864743,0.012392032686725318,1.1633544161131898e-08,6.012498105145947e-09,5.492666397040091e-05,0.7474382286683948,0.9999999999999907,1.4062318624548202e-11,0.9999999999999978,0.26473601529950147,0.02447017697181567,0.32758892994239824,0.40864695034492193,0.03739961648812692,0.25265108619043997,0.6216139201054336,0.025566613847989007,0.4299478215110018,4.307805776138824e-06,5.005753697123188e-06,4.974707362824865e-06,1.6785951709569882e-05,4.573017157862024e-05,5.310872202732881e-05,2.5261551088819466e-05,8.410208798927255e-05,0.5897896161873115,0.689482297920647,0.7299973490143379,0.7115950621462823,0.5387056301710139,0.7275392567165746,0.7507000997333757,0.749922156125341,0.4049048139142184,0.04719764011799411,8.107909806725928e-08,0.03750000000000009,0.5538401748846247,0.7319634702601503,0.9633896313520939,0.9882999959012442,0.13224128912924482,0.8834249262478141,-0.6171185938454545,-0.0038910453312499,-6.234042553191489e-09,0.0,0.0001079835,0.0040080312,0.0017686713,1.4711392433,-0.0537955948,0.0028821857,-1.84906e-05,582.5210866408,8.4098811181,2.7370945217,0.0,7.071067812853856e-08,0.0,1.0000000000842669e-07,0.0,1.21058143551991e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,4,1,0.2757402975698826,0.10351395691582489,0.7272727272727273,0.42327268982815414,0.01239203652963205,2.452107514224279e-10,6.064503745422421e-09,0.004906343739047379,0.7139557767340754,0.9999999999999867,1.51953466492492e-11,0.999999999999998,0.22868998019260986,0.04427936785376156,0.17708835923548596,0.39729185164947756,0.023558586484810816,0.34190807049208555,0.6593349837040728,0.0491747823455053,0.2869460108938741,4.28139177568055e-06,4.9750601173006705e-06,4.944204148569181e-06,1.9659480716002892e-05,5.551513291727181e-05,6.447248415293518e-05,3.066680744858421e-05,0.00012035630752787213,0.5806458096714735,0.6787839057843229,0.7186501949716184,0.6997364825896033,0.5388056066338434,0.7276742782080557,0.7508394197136024,0.7500618343984049,0.47972601663442127,0.03539823008849561,9.161402457138503e-09,0.07812500000000006,0.5766697502312673,0.7375496004344737,0.9609085618644456,0.9925110289850589,0.09588511710757272,0.8408060805804938,-0.5455957394909091,-0.0028104934229166,-8.753191489361702e-09,0.0,0.0001692465,0.0052740608,0.0022905469,0.9585303271,0.150412237,0.0023341715,0.0003217184,554.8021040468,10.9838476576,3.5739286539,0.0,5.543827337423374e-07,0.0,6.482115258381292e-07,0.0,6.995968053370375e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,5,1,0.30982857001224184,0.1175219906368834,0.7272727272727273,0.7089475273631417,0.012392040583021896,3.4147136941335772e-09,7.435193843092546e-09,0.00038665981149358985,0.9022855335086372,0.9999999999999922,1.9157903900974584e-11,0.9999999999999991,0.2714295471620792,0.05476658655596822,0.17293007169756291,0.38431459599754125,0.03049351922605572,0.27701125407552735,0.6064934371048459,0.04246265600797608,0.2957232572684199,4.711918992150359e-06,5.47534107645932e-06,5.4413823002704736e-06,9.706492924901773e-06,5.807353527330435e-05,6.744368401661815e-05,3.20800803402365e-05,6.96974183818574e-05,0.5976116761147034,0.698634226526323,0.7397042603289813,0.7217389087867644,0.5394978167185238,0.7286091306263829,0.7518040337095486,0.7510244205963034,0.460488222946397,0.0412979351032448,1.180516528568803e-08,0.04062499999999997,0.5499352451433858,0.7272372111414811,0.9680787357662414,0.9954509869794941,0.14154588449661473,0.9172032529747849,-0.7653374367090909,-0.0008066323104166,-2.2680851063829788e-09,0.0,0.0001019681,0.0031107511,0.0013576457,0.8997909103,-0.277625054,0.0014521819,-0.000422647,595.8717079702,10.5166101765,3.319977367,0.0,0.0,0.0,5.00000000069889e-08,0.0,1.8253522574417325e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,6,1,0.22663822181777776,0.061875337662829405,0.6363636363636364,0.6399777910388457,0.012392039204289681,2.400800218232209e-09,7.925354372313102e-09,0.0006101198525858874,0.7666277713640242,0.9999999999999895,1.4517779692172286e-11,0.9999999999999978,0.35805272863875415,0.03961838176389201,0.29695733261456775,0.35805272863875415,0.04433454922937183,0.19471719860767392,0.6441254519225631,0.05752488115797521,0.24784285577798304,4.177453581182243e-06,4.8542819233848435e-06,4.824175036691972e-06,5.326460360984781e-06,4.598192775196044e-05,5.340109898912529e-05,2.5400622323744214e-05,3.0611451385198664e-05,0.5880670519859418,0.6874668717111874,0.7278597052105719,0.7093592970740225,0.5387234472223882,0.7275633192287126,0.750724928289767,0.749946003527688,0.3471828900798887,0.03834808259587028,4.862126536795769e-09,0.11249999999999993,0.51185806200039,0.7347460715033776,0.960997931416571,0.9878112212367554,0.16934477460702207,0.8514077885899105,-1.7522964764727271,-0.0091110208208333,-1.1425531914893616e-08,0.0,0.0001194755,0.0059463086,0.0026329565,1.7027872235,0.3120533707,0.0051495977,0.0005531136,562.4479098271,7.7449466323,2.5339477712,0.0,4.66289028749255e-07,0.0,4.546516626369646e-07,0.0,5.056443155843566e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,7,1,0.17864657286716046,0.03449535341068975,0.7272727272727273,0.4431777655023298,0.012392035239918565,1.5925358255498173e-09,6.146192800912784e-09,0.0007289794664262615,0.6970164000584059,0.9999999999999832,5.312245516522415e-12,0.9999999999999974,0.15010928215285843,0.048940353943631235,0.11042423352779415,0.43135714773581046,0.03602993122738206,0.273885802620399,0.6609734812730412,0.04910356615094267,0.2879648901667851,5.682290305602044e-06,6.602931325954476e-06,1.0396087954016415e-05,5.2016237232978485e-05,7.588168075550119e-05,8.812516881293561e-05,6.86449810712733e-05,0.00035746223111079463,0.593871817614567,0.6942585354288002,0.7350636418463574,0.7168941231253128,0.53940869385398,0.7284887672752979,0.7516802109672653,0.7509042523208647,0.44889629996487823,0.029498525073746305,1.1221477682079802e-08,0.059374999999999956,0.5509072525048259,0.746501677192362,0.9738912334921682,0.9965712077517144,0.06895471845822876,0.8342151123154715,-1.1464114818,-0.0062749142541666,-6.121276595744683e-08,0.0,0.0003669526,0.0041043418,0.0017784068,0.7827384356,0.1456267475,0.0015605892,0.0001294945,534.0408151304,8.150750487,2.4997731055,0.0,7.018407941578198e-07,0.0,7.367893188170594e-07,0.0,1.0433016360185465e-06,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,8,1,0.27841559948387723,0.10143308610679615,0.8181818181818182,0.6848891913390502,0.012392029529009111,3.003085740799153e-09,8.971429476359234e-09,0.0005451463464214729,0.8588407179161647,0.9999999999999949,8.646552319079535e-12,0.9999999999999987,0.2632333856976984,0.05826232612337055,0.15905759064544903,0.38912984085786484,0.03879813722804535,0.23427968541046332,0.5963953053482696,0.04903234995638003,0.2607909157200772,4.463254794411188e-06,5.186388465348165e-06,5.154221810766517e-06,9.992248767825552e-06,3.232406121216135e-05,3.753953948674062e-05,1.7855955827878364e-05,3.637661272129857e-05,0.5852810449920851,0.6842072013252062,0.7244023649367343,0.7057466018608667,0.5366951790062442,0.7248240764918005,0.7478984801461682,0.7471228858183298,0.44606633369857007,0.05014749262536878,7.109709432312425e-09,0.11562499999999998,0.5181963870845383,0.7424033196512743,0.9675389038924317,0.9908635712473619,0.12070595334365272,0.8671933750488289,-0.6411396271909091,-0.0122118136708333,-2.4655319148936173e-08,0.0,0.0001240573,0.0036503023,0.0015861012,0.585266894,-0.2198929403,0.0012929459,-0.0004887163,582.1161156848,8.5313604915,2.8179438049,0.0,0.0,0.0,1.683130051299238e-07,0.0,4.1110145116127893e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,9,1,0.29625133112934715,0.10383377962107378,0.7272727272727273,0.738164405831434,0.012392039649614757,1.4338179371409352e-08,8.42701194912336e-09,6.774345291410454e-05,0.8932262584717321,0.9999999999999929,1.4718830612604674e-11,0.9999999999999989,0.32053821460282766,0.03029640958415267,0.3325332303706576,0.3663342667850557,0.03187762222638724,0.25612654398759865,0.5778553491602698,0.052432923246746206,0.2399895093631145,4.056824283578158e-06,4.71410834457409e-06,4.6848708326149475e-06,7.787345014420782e-06,2.850617966087283e-05,3.310564381040241e-05,1.5746941001788658e-05,2.763831021960443e-05,0.5947220361934311,0.6952533040454065,0.7361183151038856,0.7179909743756456,0.5373811559816082,0.7257505108915995,0.7488544081310059,0.7480776007089878,0.46864642627217734,0.02654867256637166,6.4240336593941795e-09,0.13437500000000008,0.5560155133700756,0.7177553015459628,0.9599500326292635,0.9931619364736322,0.09525079974902548,0.8882126523413432,-0.9019156707363636,-0.0054782726791666,-8.595744680851064e-10,0.0,3.31079e-05,0.0033497174,0.0014705348,1.8361968335,0.0198033065,0.0029143717,-3.39402e-05,637.4730155019,8.7678402229,2.8879052128,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,10,1,0.22169163579249848,0.05977501615131946,0.8181818181818182,0.6363689670645343,0.012392034610494863,1.3178811448637632e-09,8.57766658458203e-09,0.0012467634386957428,0.7567827732299719,0.9999999999999927,1.4704266518045413e-11,0.9999999999999982,0.19132914418414038,0.06758429830310977,0.10333614542596334,0.37616966054231266,0.03876930174887179,0.22686059819334978,0.6339738908974334,0.0422846155215695,0.30972454808940986,4.905097790016591e-06,5.699818578899426e-06,5.664467564097798e-06,1.6618023846013383e-05,3.3002659831914517e-05,3.832762980480646e-05,1.8230816737206583e-05,5.636462249746204e-05,0.5866854358009367,0.685850359845645,0.7261451663418839,0.707568984904486,0.5362288501464635,0.7241942840748018,0.7472486379164558,0.7464743704929672,0.4590418725349755,0.02654867256637166,7.868571506936846e-09,0.05624999999999991,0.5370079177663564,0.7435252190974471,0.9757676442038644,0.9974156874983418,0.09653814992112797,0.8455991788639099,-0.3445021833,-0.0043874568958333,-4.021276595744681e-09,0.0,0.0002051799,0.0050199399,0.0021681561,1.7740546248,0.1453601855,0.0040051071,0.0004594818,549.5485917467,6.0281952655,1.9666643786,0.0,6.582189305644771e-07,0.0,5.910668973409347e-07,0.0,7.702924242317036e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,11,1,0.28578079801961764,0.10791144672943888,0.7272727272727273,0.44135058985823294,0.012392035866138438,1.4319106616255545e-08,4.428912856554197e-09,1.3976807754207796e-05,0.7346301475017295,0.9999999999999939,1.0462164554830844e-11,0.9999999999999968,0.27947203059900283,0.050105600466098674,0.19214316628912137,0.4037634041390616,0.03464582822705054,0.2645621193592978,0.6252827298794279,0.05077714672316485,0.26576889554397404,4.561207692057287e-06,5.3002116284656495e-06,5.267339027849328e-06,1.0652479080606135e-05,5.224228103889794e-05,6.067155853544982e-05,2.8858869448842848e-05,5.753654097496628e-05,0.5863972707427202,0.6855132023623314,0.7257875632692852,0.7071943917175192,0.5386079992712993,0.7274074029849957,0.7505640483605543,0.7497857221199197,0.42175167666840374,0.032448377581120964,7.868571506936846e-09,0.08750000000000008,0.5345966757442013,0.7348185706952954,0.9719698552727515,0.9934337236278699,0.11930053632964696,0.8323505841759816,-0.3355315006363636,-0.008857559275,-4.136170212765957e-09,0.0,0.0001880165,0.004376347,0.0019173429,1.9108918211,0.3241662674,0.0035213561,0.0006340915,557.3679343465,8.6013905474,2.7400327157,0.0,4.553455208004646e-07,0.0,4.961037553882772e-07,0.0,5.827536386699578e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
