fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.1649031852898204,0.007112730835383861,0.0,0.8713620293427141,2.1537305558004082e-07,1.8974068335264026e-09,1.0799728806194584e-08,0.001963898964095583,0.0,1.0,0.09493670886075949,0.21126760563380287,0.11561041496716912,0.16900905379408004,0.18132964102000715,0.21849729104067062,0.17148615720121896,0.1778905953384613,0.17038162043014715,0.24501884596666557,0.18538499921472984,0.16712857231124878,0.26368919077209485,0.23501096885849282,0.130899636247101,0.15573823059603464,0.19968647702671172,0.19476265998467457,0.12359710560229475,0.7264093676688694,0.12971698113207544,2.437188018833831e-07,0.19034852546916894,0.44827586206896575,0.8385171758091716,0.7895035899674525,0.8883460493092197,0.34500694267884474,0.582864580587994,0.0,0.3571428571428571,1.1102230246251565e-16,0.35714285714285715,0.215686274509804,0.43478260869565233,0.21119975627868004,1.0045943184591825e-12,0.49599216189480794,0.00969046014942291,0.6369568853003617,0.014386367450255384,0.057730711774379995
1,1,1,1,0.16810283549325916,0.006379811739415721,0.0,0.8906690476546159,2.164641987231151e-07,6.899437064289041e-10,1.1543351996627698e-08,0.00593604451229481,0.0,1.0,0.2151898734177215,0.23239436619718312,0.40118842246501857,0.10749477233597038,0.06896614350959251,0.14434343866350074,0.14040311452459697,0.1402037376427997,0.06992388587619525,0.17923591854248344,0.1625499306768594,0.11536037196489446,0.17339479925828427,0.17314798463387926,0.1093511763282008,0.1287405192818254,0.11729732110528257,0.14003187372986414,0.11398478470277984,0.7004911619123164,0.13443396226415094,1.7882171603765113e-07,0.19302949061662206,0.41379310344827624,0.8688857664287863,0.9052313830678393,0.9649543591806151,0.14928722732563154,0.6231578996912022,0.0,0.2142857142857143,1.1102230246251565e-16,0.2142857142857143,0.31372549019607854,0.5652173913043477,0.28893555774818724,1.0080400573035697e-12,0.4361820175930061,0.01695869157683052,0.5316888990419313,0.024190146173251516,0.013992890201995008
1,1,2,1,0.16710790223549368,0.006146777666520616,0.2,0.8739904447198131,2.170546063813289e-07,4.044281043677414e-09,8.53479361294191e-09,0.0006766097280515407,0.0,1.0,0.1708860759493671,0.26056338028169024,0.23234042553191486,0.13062902942605525,0.07198281213386615,0.1397045150292906,0.14463170889612598,0.11797826089499541,0.05827057797667834,0.1560386746205915,0.16064927400377527,0.1179107798159813,0.15276434391379579,0.1448567282667773,0.08941720769560357,0.0861564500554809,0.081524271899866,0.08801572836533356,0.08579947132310795,0.757294728177444,0.13679245283018873,1.2112844944752778e-07,0.17962466487935663,0.4655172413793105,0.7887687650054338,0.94834382808898,0.974045567711451,0.04234320117202811,0.6372937110672732,0.0,0.732142857142857,1.1102230246251565e-16,0.7321428571428572,0.30392156862745107,0.4782608695652173,0.2943125345113197,1.0084707746591179e-12,0.3870097806694372,0.011092007825106906,0.4482025898636694,0.01318257311837327,0.02339125398181675
1,1,3,1,0.2007866282775852,0.015925346752162183,0.2,0.8548792741255334,2.1768111372980088e-07,1.0807258698199827e-08,1.1288377653127575e-08,0.0002863430742764998,0.0,1.0,0.37974683544303794,0.41549295774647893,0.40118842246501835,0.27038648535294796,0.21682061805699848,0.2084865867000425,0.20315305272926465,0.2578123570364843,0.195454804820407,0.23724649096788797,0.21316103824642907,0.26573799940848486,0.29278366313744275,0.22210029251922747,0.1609518491197085,0.23679313444019978,0.22353585525102715,0.1862090932693814,0.15326556544941705,0.5853658985574,0.1320754716981132,1.9830096730966064e-07,0.18766756032171583,0.3448275862068968,0.8955920086343885,0.8348716500029347,0.9061807098751848,0.3393505229538279,0.617705607195665,0.0,0.4464285714285714,1.1102230246251565e-16,0.44642857142857134,0.4215686274509802,0.5217391304347827,0.4039757040309221,1.0292887801772894e-12,0.717823546039448,0.017583136926665868,0.8895436922490133,0.021548590580272444,0.050539016110000855
1,1,4,1,0.1606147254620982,0.004949854083423815,0.0,0.8822737665863929,2.1233852724284377e-07,5.4381975444832154e-09,1.0818568176574677e-08,0.0006277466498360682,0.0,1.0,0.22784810126582278,0.2816901408450705,0.3287836210357286,0.16075577721908352,0.1198345258976814,0.18460459824795938,0.17678688354367877,0.1279933553207484,0.12426177899690205,0.20950937843867856,0.2036762982729492,0.17408839697530332,0.2258036527611179,0.21953805577592422,0.15481211309114173,0.12357962837318204,0.17643798764498808,0.1807815140619341,0.1660973983196843,0.5192871113381137,0.12264150943396228,1.530679324818828e-07,0.18766756032171583,0.32758620689655205,0.8567447898253726,0.9121844106593748,0.9134173110886183,0.2078687136129726,0.7053648781361523,0.0,0.5892857142857142,1.1102230246251565e-16,0.5892857142857144,0.1960784313725491,0.30434782608695654,0.21028060840319263,1.0176594115774834e-12,0.2917803123415678,0.01291795176583117,0.4698870291219506,0.02180026892465806,0.03919340926877988
1,1,5,1,0.18291953311166598,0.009599911451498303,0.0,0.8721650252278622,2.1525858051021693e-07,1.314035555136472e-09,8.17605417883383e-09,0.0021735770958400936,0.0,1.0,0.2974683544303797,0.3521126760563381,0.35245884182054393,0.11032859596634825,0.13207076409001428,0.18826476122310742,0.21520102345345182,0.12867894807852587,0.1313640614802527,0.21934628997154304,0.2515182161437317,0.11403761729594986,0.22501965622891595,0.21115198840771798,0.18248662634753154,0.11668484595684225,0.17454778911259938,0.18132480535023776,0.20741817390940775,0.7449950299247523,0.1273584905660377,1.7882171603765113e-07,0.19034852546916894,0.4655172413793105,0.8089326484254751,0.8307988812116456,0.9151141918881822,0.26483725351184045,0.5411330400706028,0.0,0.5178571428571428,1.1102230246251565e-16,0.5178571428571428,0.431372549019608,0.5652173913043477,0.4042961501208461,1.010050071629462e-12,0.3201559412609942,0.016619101876087027,0.4308347865303411,0.018210034101922356,0.040102360449702175
1,1,6,1,0.16662638108414196,0.004955306240380098,0.0,0.8757257877560706,2.1308803092392018e-07,1.4950144143821092e-09,8.482005833261685e-09,0.0019715473781185115,0.0,1.0,0.13291139240506328,0.11971830985915495,0.47793751198006545,0.2597628427453057,0.22136068933637598,0.23402458602371445,0.2504295458926791,0.2343136630210889,0.1848651679322717,0.25477713189238105,0.2535724465795388,0.25857826718822097,0.30095969493616526,0.2516525228899559,0.21524250251597465,0.2149345609311455,0.2159213705791524,0.20789362409010692,0.19962082514861657,0.7603333963097518,0.13443396226415094,1.4531789871810707e-07,0.18230563002680963,0.5,0.966498054971765,0.8479539427562095,0.855462947221413,0.3630682579600785,0.6418534861929934,0.0,0.7678571428571428,1.1102230246251565e-16,0.767857142857143,0.4803921568627453,0.4782608695652173,0.473219215902816,1.0113422236961072e-12,0.41409090013813826,0.010957796746218404,0.5699299045878421,0.013931163559087531,0.043593159247815046
1,1,7,1,0.15126774997811399,0.004459576947885133,0.2,0.8994619671810804,2.1743221412936776e-07,1.4885908150128125e-09,1.1444389131148463e-08,0.0026801895342955105,0.0,1.0,0.2531645569620253,0.19718309859154914,0.607100613846852,0.19688616937526393,0.14218178382164903,0.17966399521736287,0.12235390615267927,0.198703429654422,0.1313822277656691,0.19807466549647823,0.14445928199123537,0.22425731683015804,0.2630872216240221,0.23346846989683412,0.11951560787055493,0.20365876613245648,0.19619764155180208,0.18425205109726228,0.11977230657356341,0.785494587302995,0.1320754716981132,1.6979832744624445e-07,0.19034852546916894,0.431034482758621,0.8715382061030987,0.9086298506386008,0.9678358633753059,0.1740847399513034,0.5999187339105432,0.0,0.4464285714285714,1.1102230246251565e-16,0.44642857142857134,0.10784313725490197,0.5652173913043477,0.08705452109603423,1.017228694221935e-12,0.4643799591150821,0.009627548941147552,0.6124514619546434,0.017923497159324644,0.05246919538779751
1,1,8,1,0.16068610075455084,0.005197785854126982,0.0,0.8834360846729065,2.1797613313425387e-07,1.1990891057314393e-09,1.0271561327898365e-08,0.0030049874469613752,0.0,1.0,0.15189873417721517,0.20422535211267595,0.2915468660149512,0.12121934498594045,0.11585565003624776,0.14221657208140503,0.17876993954935694,0.14797125808768652,0.12019028619286809,0.15773695579191616,0.20412654105078554,0.11536149816412433,0.20033770512715332,0.1554420080500306,0.13376716864058014,0.12432660379225924,0.15032988322514285,0.10020440161430966,0.14251034990449662,0.7443362040947883,0.1273584905660377,1.9830096730966064e-07,0.18498659517426272,0.3793103448275863,0.8474713746168852,0.8997162342216427,0.9503144705834994,0.20197873365613556,0.5657151279790675,0.0,0.4821428571428571,1.1102230246251565e-16,0.48214285714285726,0.37254901960784326,0.4782608695652173,0.3638873550524572,1.0067479052369244e-12,0.5104557559327575,0.011183092770649156,0.6760138544122949,0.01704324250876259,0.03837632754377312
1,1,9,1,0.17081828876828598,0.006529454057503757,0.2,0.8730231389043983,2.1775751141024223e-07,2.0831619605245707e-08,1.2045990125280062e-08,0.00011791551265994841,0.0,1.0,0.24683544303797467,0.27464788732394374,0.3864289821736632,0.19587138825014316,0.18674474309533595,0.21499816233715863,0.13483697266874128,0.21409841471278035,0.18030879574170444,0.2660257588830044,0.17322757231687658,0.19319950335244296,0.26781221148834233,0.23079535246434624,0.09151346549538886,0.20028374497996204,0.2186482643924117,0.22792041242933736,0.12204807319635402,0.8194536778309085,0.13443396226415094,1.9830096730966064e-07,0.18498659517426272,0.27586206896551735,0.8870637123635778,0.8786230733649063,0.9488234915401148,0.1990126709160575,0.6676541411179401,0.0,0.6964285714285713,1.1102230246251565e-16,0.6964285714285714,0.11764705882352944,0.3913043478260869,0.11488273416838612,1.008183629755419e-12,0.3255849461987671,0.020373056238926657,0.5316598420430287,0.016611470475945925,0.03597439518699434
