fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO,var_BFGS,var_DE,var_Elitist,var_MLSL,var_Non-elitist,var_PSO,switch
1,1,10,1,0.2247276500364339,0.057600491009137,0.3333333333333333,0.5981679363006445,0.0164874427980429,1.1511529377438611e-09,8.022145174063096e-09,0.0019264724341094,0.727415464690476,0.999999999999991,3.6216870736400456e-12,0.9999999999999978,0.1704590818363273,0.1519944979367261,0.0242287286303792,0.5500222321031571,0.077814077814078,0.320039504138954,0.3043007844197998,0.0766283524904214,0.2365313698953302,0.022090925925404,0.0285150404135142,0.0410739982601549,0.0630020212951511,0.0243371530226298,0.0340397603712581,0.0528651330399267,0.0855577428082571,0.5307346918558706,0.5906211235415877,0.6004432353844849,0.6647854398616924,0.4872409744865273,0.6568991445184169,0.6981340023405258,0.7674052487913807,0.5655318213704164,0.032171581769437,1.850641195700343e-07,0.0534591194968553,0.3854166666666666,0.8856519231729381,0.9105309939335138,0.9947946673788308,0.0413899949864036,0.766780325228198,-5.506865240880955,-5.784144550443967,-5.443273561092926,-5.284512366165423,-5.3433510327994105,-1.567860468949355,0.6518229097582654,0.2328586824956593,1.2314710379479137,1.9361249129106168,0.9315144909228152,0.352862650867792,False
1,1,11,1,0.3000424717325496,0.1137391798028934,0.3333333333333333,0.4428718987526831,0.016487444916647,1.220083616543724e-08,4.08629541580096e-09,2.543566677702826e-05,0.7263621079120214,0.9999999999999928,2.609635164213531e-12,0.999999999999996,0.180439121756487,0.1072902338376891,0.0372349414465074,0.6611827478879502,0.0160380160380162,0.7850681788936053,0.3949147957803626,0.0908593322386426,0.2597625572394786,0.0180083158820756,0.028337601220142,0.0350747256406743,0.063636815174335,0.0183310318097266,0.0335018630930397,0.044352157256849,0.0762239419830108,0.5263754171792915,0.5873202220216409,0.5951439415930997,0.6613456713737533,0.4703102765001734,0.6360314916634603,0.6741007970834585,0.741624109742154,0.2460809246292987,0.0187667560321716,8.802718603893724e-08,0.0691823899371069,0.2083333333333333,0.864701407156329,0.8956586111717719,0.9866229226765018,0.0817177344231609,0.7316303849939665,-5.312967774795588,-5.326153812564779,-5.1780905188191495,-5.071919774025025,-5.334716156114515,-1.7217610251793118,1.3499777035209557,1.3775425502002032,1.7808452096230902,2.613430109883184,1.2462705060646488,0.2703540608956334,False
1,1,12,1,0.2910429557345185,0.0990337612018956,0.5,0.4514516205325176,0.0164874486395228,4.079615974125571e-09,8.716365577884098e-09,0.000539472101682,0.7776447330754072,0.9999999999999956,1.1460442139829986e-12,0.9999999999999972,0.180439121756487,0.0581155433287482,0.0700034447622591,0.6278345931525124,0.1081081081081083,0.2784431987619181,0.239112794157425,0.0629447181171319,0.2252929440526034,0.0244514388141668,0.035379261764417,0.0433798855483274,0.0858196998521954,0.022544918193647,0.0358703802614952,0.0498765497545112,0.0940221181482039,0.4880731078437956,0.5445591418283059,0.5517852459846316,0.618757646753377,0.431635008511774,0.5831752404780334,0.6185678058121313,0.6862936488599314,0.4884344092993447,0.0214477211796247,3.403733625901765e-07,0.0723270440251572,0.5729166666666666,0.8981989635519245,0.8770795114811198,0.9903358433797996,0.0847599973013941,0.768780256467223,-5.478697069568943,-5.216291038605928,-5.241436035743524,-5.635720427446239,-5.366901047685074,-1.7502295084713455,0.6525443231250789,1.1921041893832425,1.40292920896325,0.9699565366060549,1.102301471389537,0.2772071520499327,False
1,1,13,1,0.1765628075371232,0.0341208924336616,0.3333333333333333,0.653251363327367,0.0164874448870411,2.622124846754977e-09,7.042762676886973e-09,0.0007008050233585,0.8477636191915918,0.9999999999999896,3.1050526495964795e-12,0.9999999999999956,0.1704590818363273,0.1296423658872077,0.029011921137093,0.516674077367719,0.0855360855360855,0.2840750562712381,0.3868001081958345,0.0561029009304872,0.3688441379725228,0.0185848581654736,0.0242942209306303,0.0340303515877784,0.0572863227773095,0.0201672144392914,0.0269783116617571,0.0413933270457903,0.0657573209183536,0.5044505299126616,0.5611507534093718,0.5695790366830141,0.6312021562858555,0.451204251760847,0.607564909466327,0.6451534826291837,0.7085209204557841,0.4540467290137766,0.0187667560321716,1.6238436523422828e-07,0.0628930817610062,0.3645833333333333,0.8142130602012096,0.8394834022977165,0.9826466893297569,0.0758210777005196,0.7388266349692423,-5.566646937122404,-5.503687370179792,-5.490760864597679,-5.49755404472724,-5.6793519072828245,-1.407851384599112,1.2555424043425378,1.5051969730476071,1.4787936697239406,1.5480054853696763,0.6076965825811564,0.1774921988798986,False
1,1,14,1,0.1612765448839048,0.0258535522370837,0.3333333333333333,0.614027751012468,0.0164874430697724,7.082460816598314e-09,7.198788336058632e-09,0.0002197754820956,0.7399035729241334,0.9999999999999852,1.3486466565233333e-12,0.999999999999996,0.180439121756487,0.1430536451169188,0.0271245492388926,0.5722543352601157,0.1933471933471934,0.1512471240684281,0.2491209088450095,0.0432402846195949,0.3025564931598033,0.0312631782964721,0.0406205495815318,0.0575585971109307,0.0974277029193317,0.0302060477346924,0.0454888662890555,0.0731202988904355,0.1193197555443695,0.4936111734732938,0.549674813491776,0.5603731799055798,0.626681061826573,0.450921320188262,0.6090834973914624,0.6495370392874601,0.7193213001219991,0.5170193127701654,0.0268096514745308,2.85270851341268e-07,0.0597484276729559,0.5104166666666666,0.800095267080019,0.8260781875720289,0.9668941222581608,0.0656702546052883,0.7300632064980306,-4.900400505108688,-5.077839958469037,-5.04528110562691,-5.115345050216815,-5.319327424583775,-1.5960420965040325,1.9633033895349608,2.196446350693584,2.575253980744159,2.1272207547781328,1.406030755562794,0.3628147662899693,False
1,1,15,1,0.219432344521554,0.0514670709554425,0.1666666666666666,0.7748812702598837,0.0164874473033028,2.262896781012029e-09,8.761297290151388e-09,0.0010363924025841,0.9160829266110202,0.9999999999999932,3.657622212646216e-12,0.9999999999999972,0.1704590818363273,0.0713548830811554,0.0547500522446484,0.538906180524678,0.1235521235521237,0.2188313512532814,0.2564241276710848,0.0623973727422003,0.2403833930796023,0.0171523149274896,0.0291529130962796,0.0439855514258106,0.0867765460758797,0.0161724350263115,0.0296450307413847,0.0526401058997519,0.0982510052700055,0.4812068181735025,0.5378158624095981,0.5477541891634907,0.6145020726176282,0.4345086917098987,0.5876983587722704,0.6266222804479381,0.6952220901227887,0.3098461370290912,0.0402144772117962,2.37944249109533e-07,0.0754716981132074,0.3854166666666666,0.8846251937820322,0.883989674377557,0.98876259590395,0.0629138598565545,0.7749585350385458,-5.631611603500977,-5.853769114416548,-5.92546698805225,-5.822790397813078,-5.918274568533479,-1.342503167477114,1.0383447717011691,0.1360831232571887,0.0995054376114644,0.5420143678595543,0.077074390450946,0.1730926929663145,False
1,1,16,1,0.3789993679735132,0.2014128005666398,0.3333333333333333,0.6566023394919258,0.0164874462990199,2.275304272861794e-09,7.242367419723854e-09,0.0008432561856577,0.809286227767278,0.999999999999994,3.601344449163849e-13,0.9999999999999988,0.1904191616766468,0.0983493810178817,0.0425207895209944,0.6056024899955539,0.1161271161271162,0.2546650849063179,0.3370300243440628,0.0221674876847291,0.5374390692062876,0.0286822170911797,0.0373964285819666,0.0549126181681752,0.094835863729018,0.0394258260415575,0.0528220464463066,0.0844174604220982,0.1421112691057268,0.5525285587441802,0.6153972467708131,0.6269606870063945,0.6994196125446157,0.5107171482100766,0.6885727207152965,0.7332884284589634,0.8094968568744969,0.492238065827103,0.0402144772117962,2.1016462057503974e-07,0.0566037735849056,0.4062499999999999,0.8775731653411991,0.8967342687337885,0.989398635344496,0.0554812891272271,0.7899098611614819,-5.617154295380725,-5.616423909776582,-5.408966317236506,-5.307909411654052,-5.374473665836402,-1.947784285435436,0.4253505708103798,0.3801037242059027,1.2260978376226688,1.8962303051070013,1.0131226557998467,0.4368728858595124,False
1,1,17,1,0.1837815750205275,0.0370322512778831,0.3333333333333333,0.6710543771595894,0.0164874503865215,1.2475885763895845e-08,7.626187652456759e-09,0.0001028314407585,0.7844856807678666,0.9999999999999882,1.086161003938666e-13,0.9999999999999984,0.1704590818363273,0.1564649243466299,0.0234315298792602,0.5277901289461988,0.2245322245322245,0.1195705651607025,0.4674060048688125,0.0703338806787083,0.3721709381079375,0.0266625811706203,0.0409501862392721,0.0553049767920071,0.0862981558302878,0.0296113319442391,0.0476613855458023,0.0748612967709603,0.1116997095864051,0.4674604882676162,0.5229392729365463,0.5322750173136714,0.5922791204694742,0.4444393615663592,0.6013820417061471,0.6412113898154386,0.7076269741039238,0.5300352033030988,0.0455764075067024,3.606839289157482e-07,0.0408805031446541,0.3020833333333333,0.8326582693453595,0.8248438556535449,0.9800818642274852,0.0517434199332461,0.7368671451779104,-4.974074917931173,-5.258086982722745,-5.517450093611814,-5.441465618997689,-5.524760300265076,-1.497140675840576,1.760093326905343,1.7047730922995512,1.1931767342686452,1.3629031405356118,0.9416427201558468,0.2245087910566505,False
1,1,18,1,0.2387981511652528,0.0818725535743252,0.3333333333333333,0.7303954254791913,0.0164874489699106,8.02511250225226e-09,7.51904214670286e-09,0.0001965824809835,0.8113537539360557,0.9999999999999936,1.2411246177654585e-12,0.9999999999999968,0.1704590818363273,0.075825309491059,0.0514529806279067,0.5393508225878172,0.0775170775170776,0.3158777453915832,0.2480389505004058,0.0421455938697318,0.3063267485317673,0.0297066362748421,0.0473918799077824,0.0689004224604177,0.1248012353633203,0.0252795343425371,0.0514001926043879,0.0770475350078547,0.137941255252382,0.4248943694960207,0.4772318403390674,0.4892956607983944,0.5566071326380984,0.3881174605790049,0.5302151555010766,0.5656599598387192,0.6372250775928505,0.4848852534792589,0.0402144772117962,6.319775267976098e-07,0.0754716981132074,0.4062499999999999,0.8461533562542829,0.881677772822453,0.985823746124708,0.0397322608556328,0.709063728824423,-5.452278367610141,-5.646234661689622,-5.45030777714818,-5.377672693757895,-5.504231193012751,-1.741780315113627,1.2023794573485895,0.7107225310229559,1.3572738990816886,1.895652792913756,0.957879152337332,0.3392644852046441,False
1,1,19,1,0.2324808041588,0.0613316186474262,0.3333333333333333,0.5609039601292163,0.0164874428719178,2.898792567193515e-10,6.154889195085586e-09,0.0060377266063878,0.8190970331407804,0.9999999999999865,1.995141072209765e-12,0.9999999999999968,0.1704590818363273,0.1117606602475928,0.0341630515289387,0.5611382836816365,0.1315711315711316,0.214390523649206,0.3629970246145525,0.0489874110563766,0.3816350409027988,0.017783521311373,0.0201016057790433,0.0260864551443948,0.0438624895114428,0.0189739811836902,0.0239711162345089,0.0341900397109789,0.054138465515568,0.5431452293175437,0.6034059236400073,0.6114908883989094,0.6762112438742405,0.485716388519843,0.6540066762293574,0.6935924446613428,0.7597977109954659,0.3809148697154703,0.0241286863270778,4.921074245181886e-08,0.0314465408805031,0.3229166666666666,0.8600090359161598,0.8655870081844661,0.984322879319764,0.0914724669814702,0.750441438193585,-5.495214132995034,-5.624617022871884,-5.338653890030447,-5.29380518111513,-5.541729500308644,-1.5553279057270404,1.3018923277516763,0.6865737313706103,1.5693947052724897,1.8898408284746373,0.7360614537988059,0.3016424824933157,False
1,2,0,1,0.2228626961280255,0.0532090999549524,0.1666666666666666,0.8262236814575556,0.0164877387307297,1.3904320060088972e-08,6.953284196350872e-09,7.119923716262273e-05,0.9328998561531358,0.9999999999999984,2.919907476477959e-13,1.0,0.1704590818363273,0.125171939477304,0.0301664848456102,0.5833703868385951,0.0855360855360857,0.313594438925998,0.3243170137949689,0.0623973727422003,0.2935618098458461,0.0185887951508754,0.0247864570371893,0.0335400697706704,0.0553235773893022,0.0209004550109047,0.0308718406451066,0.0464606161696577,0.0738587322923381,0.4193151153416347,0.4661136791400197,0.4723438888308445,0.5225957595597854,0.4246624126460046,0.5726854439643708,0.6082945743138817,0.6697461757612478,0.3748751454473165,0.0482573726541555,1.5187840513997724e-07,0.050314465408805,0.3645833333333333,0.7700861561602421,0.759117769648066,0.9685624010658708,0.120026288311636,0.8092620264170539,-5.394518092872016,-5.685624868649415,-5.87705224013016,-5.925006756423189,-5.835924935043087,-1.5168867908808177,1.630998556437581,0.7838914208245169,0.2994724695637042,0.1057577969445844,0.3631186201604134,0.367624530653906,False
1,2,1,1,0.2455402989195934,0.0688454347849173,0.6666666666666666,0.8124920493314827,0.0164877283565143,1.4756883128331552e-08,6.605785068035013e-09,5.626598333636981e-05,0.9196030246354546,0.999999999999996,3.908630623005696e-12,0.999999999999998,0.1704590818363273,0.0670563961485557,0.0583089752407152,0.5277901289461988,0.131868131868132,0.2030550463124202,0.3381119826886666,0.0487137383689108,0.3605309077650305,0.0155864443568511,0.0253595423517914,0.0332601302118781,0.0652762584761336,0.0158128198532767,0.0282518534211404,0.044041052800249,0.0841336108779285,0.4574693944303277,0.5105870445474692,0.5172931947838157,0.5770364353467128,0.4347404218459938,0.5876730683586913,0.6244111358629494,0.6911915042310417,0.6104254307823724,0.0455764075067024,1.7925045734954129e-07,0.0628930817610062,0.3541666666666666,0.7984695665172821,0.8398528889561243,0.9780339183093032,0.0591860692234252,0.8092109113529693,-5.578510765480345,-5.911030995085207,-5.858603328581438,-5.702197966851836,-5.89750363917805,-1.442135583927046,0.8522530639447362,0.1037927963382905,0.2617316077653179,0.6928464296901918,0.1797170115191068,0.2562118110385806,False
1,2,2,1,0.2030190240190674,0.0484796270330429,0.5,0.854563203768971,0.0164877347891584,2.0582872663366937e-08,9.358965879461485e-09,5.719237419875367e-05,0.9136635709672464,0.9999999999999972,1.1117110938009588e-12,0.999999999999998,0.1704590818363273,0.0894085281980743,0.0433614986572345,0.5277901289461988,0.1309771309771311,0.2042827592705337,0.2910467946984041,0.0005473453749315,0.7604954056256498,0.0185195261932726,0.0219200689517694,0.0302693736775752,0.0602038202524213,0.0206427088366818,0.0261751602942165,0.0406652372910333,0.076691049605837,0.4074709927407735,0.451422540381422,0.4572424835489348,0.5101220337485968,0.4157175558442018,0.5588570771734285,0.5935887054935827,0.6571608079581377,0.3345172954459208,0.0536193029490617,3.713674413422e-07,0.0817610062893081,0.1666666666666668,0.856188995474829,0.8667320813903183,0.9861745236502372,0.1138048027582984,0.8166175540794187,-5.734456936001835,-5.862532500334643,-5.835585724705998,-5.820743908298292,-5.946483013160866,-1.4909120757848224,0.6688660318265728,0.1949170709518469,0.4379495436251603,0.4033131447131192,0.1376111053258344,0.2615366462221172,False
