fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,bsf-progression_0.1,bsf-progression_0.5,bsf-progression_0.9,bsf-progression_1.0,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.22318160370303453,0.06486167332577049,0.5555555555555556,0.6903778658585727,0.013040667915811058,5.669233776249491e-09,7.963642886911539e-09,9.243485018879192e-05,0.8690682871700162,0.9999999999999961,1.4202180860652894e-12,0.9999999999999998,0.12173913043478264,0.08614232209737821,0.06501240694789082,0.40173410404624305,0.07432432432432433,0.13084341313369277,0.5207253886010362,0.043988269794721396,0.377318333840073,0.00016805537105576396,0.00020549646767923773,0.00029055222229045836,0.0009173749261593969,0.00033031270216191957,0.001013734866257917,0.00111368984383611,0.004458445999080334,0.6371799936336485,0.6640192915311753,0.6771070865510236,0.7274466927184686,0.7396700121401513,0.7606827640476239,0.7813119878351615,0.8729536058144653,0.45377858852405406,0.04802259887005655,3.093787571729312e-08,0.08358208955223878,0.6433121019108281,0.6279796989729742,0.9364796434659686,0.9793536636001696,0.021827063401912775,0.8205739438667864,-2.767623643628572,-0.0238057668866666,-1.4215166666666666e-06,-1.3385714285714286e-08,0.0045357035,0.0492159149,0.0214342383,2.1123306139,-0.5972774613,0.0520378945,-0.0162656256,333.4355743079,6.5363886117,2.1080866784,6.761518606784203e-08,8.249448969541559e-05,5.7689177415967353e-08,8.573588214924145e-05,5.5834555084613434e-08,0.0001175478517732,1e-12,1e-12,1e-12,1e-12,1e-12,0.04488297384216668
1,1,1,1,0.20370387683130364,0.04956635054137125,0.5555555555555556,0.7992654619206726,0.01304066835022425,2.7031312952903076e-10,6.237028678092097e-09,0.0018500036510631392,0.8677289188794209,0.9999999999999948,9.640483534080826e-13,0.9999999999999987,0.11304347826086959,0.04494382022471911,0.11161290322580641,0.3786127167630059,0.0427927927927927,0.19595206391478023,0.5207253886010363,0.06451612903225812,0.283379289376291,3.9910199033758376e-05,6.443555191285127e-05,0.00013312946642498097,0.0007498174045135072,7.43488250311682e-05,0.00032726280750275275,0.000506055854436464,0.003495887006834131,0.6598570378926034,0.6880268650553759,0.7016985330903458,0.7539609417270982,0.743251314493585,0.7644024681882311,0.7851398143669711,0.8772624094435402,0.3001855276478055,0.03954802259887014,1.156280131207301e-07,0.10447761194029853,0.6082802547770702,0.6392368090296021,0.944999089841734,0.9777061796205064,0.01756825039818699,0.8380189926034435,-2.491951302014286,-0.02201270773,-5.852693333333333e-06,-1.4142857142857142e-09,0.0018265543,0.0383713263,0.0166553073,2.2537272799,-0.3272052156,0.0387824295,-0.0049281039,380.1989552774,6.1333898604,2.0084305287,2.904400345534039e-09,2.778967834785053e-05,3.406269165660233e-09,2.6852519006885703e-05,1.3706708409277838e-08,4.203113744737563e-05,1e-12,1e-12,1e-12,1e-12,1e-12,0.0010096374493698027
1,1,2,1,0.20472212684771388,0.05416881729612405,0.3333333333333333,0.6553928450542491,0.013040662991920566,1.5153309761385703e-08,6.842858841055175e-09,1.572330944007228e-05,0.8297450666653688,0.9999999999999921,2.614707749767171e-12,0.9999999999999972,0.11014492753623202,0.07490636704119844,0.06928471248246844,0.39017341040462444,0.02927927927927919,0.2661013385661224,0.47668393782383417,0.05865102639296199,0.28074501987545464,0.0002012589830699401,0.0002596208392345992,0.0003968674227734327,0.0015165722450182994,0.000127247847186922,0.00042816950363253027,0.0005102565908165911,0.0022499732433924023,0.6037609057850428,0.6286441987328588,0.6408822042362046,0.6885230149536908,0.6730852983300056,0.6915687962459164,0.7101193683976994,0.7925321219288486,0.33443512256773056,0.025423728813559428,3.602106562356256e-08,0.13731343283582093,0.6496815286624205,0.6646295632301149,0.9524991429974066,0.9851753178124181,0.008116807387556976,0.8079486484754517,-2.2257381969285714,-0.0645151512033333,-2.3451966666666665e-05,-1.0385714285714286e-08,0.0069320099,0.0406276527,0.0178654189,1.3217530216,0.1232949059,0.0247581179,0.0032797174,323.1014076108,8.7211840032,2.8587704484,5.073502596167269e-08,0.0001292109953589,1.0004713974322337e-07,0.0001537205785176,2.1023964884038986e-07,0.0001947861656638,1e-12,1e-12,1e-12,1e-12,1e-12,0.0648921523644046
1,1,3,1,0.21223850576779194,0.05578027363160684,0.7777777777777777,0.36523270256830986,0.013040661442954574,1.189077948808232e-08,5.953210633569182e-09,1.9930246924415628e-05,0.7451324190564828,0.9999999999999902,6.099120930253953e-12,0.9999999999999979,0.15362318840579725,0.12172284644194753,0.05488414357110404,0.43063583815028916,0.02927927927927919,0.290362451340796,0.5025906735751295,0.029325513196481,0.47575697959329677,0.00020900476057505142,0.0002959794206619839,0.0003909710098766343,0.0009447411117015338,0.00025663183582215346,0.000960786441751892,0.001005111489435105,0.002922048838133659,0.6683572014422635,0.6970348156173632,0.7109302927081453,0.7638970940911448,0.7331858038643134,0.7539608048957732,0.7743858454681867,0.8650751837795507,0.4570681725478897,0.03954802259887014,3.98658107358012e-08,0.08955223880597019,0.6305732484076434,0.6662340975542809,0.9567950560824905,0.980072750696507,0.010796452379475477,0.8018650207559733,-0.9697577903285712,-0.0062211664166666,-4.51317e-06,-8.242857142857141e-09,0.005331749,0.0504707785,0.0223619016,1.6390961697,-0.0849851486,0.0377254186,-0.0049725153,324.5795579035,6.149462427,2.1229389803,5.073197739672258e-08,0.0001017653652907,4.395739930808902e-08,0.0001150282532306,6.873394497749425e-08,0.0001452843012743,1e-12,1e-12,1e-12,1e-12,1e-12,0.02166131252966122
1,1,4,1,0.27471598975274236,0.1040516884662855,0.4444444444444445,0.41820021669620294,0.013040665159063542,3.517819820562556e-10,5.922762895736705e-09,0.001348548772361989,0.7131816772586976,0.999999999999986,6.595419201153039e-12,0.9999999999999979,0.11014492753623202,0.10486891385767788,0.049739854318418326,0.39884393063583834,0.08558558558558554,0.1147450781877607,0.5880829015544041,0.055718475073313845,0.35636270084430616,0.00021977650231474338,0.0003178650111756188,0.0004461151028643781,0.0011704835477103271,0.00030073547857637585,0.0011542861907764188,0.001249339555387984,0.00430200192046638,0.6502835879652141,0.6779039814762083,0.691339492998056,0.742808464637188,0.7326516089475112,0.7534099517361614,0.7738245853700322,0.8644985914441832,0.4066310315189473,0.022598870056497238,5.0100178151143284e-08,0.10447761194029853,0.605095541401274,0.6760904902786371,0.9538644866157233,0.9871744591142093,0.02828695527738452,0.798100625711732,-0.5710402202714286,-0.07130491648,-9.388566666666668e-07,-2.428571428571427e-10,0.0054275134,0.0528892159,0.0233318202,1.5972887725,-0.4978859754,0.0380138148,-0.012667626,322.0474661823,8.4712844148,2.7787081953,6.278875968171201e-08,0.0001233493197444,8.426419269988784e-08,0.0001454467329324,1.5400430537924468e-07,0.0001814116517701,1e-12,1e-12,1e-12,1e-12,1e-12,0.024231298761875266
1,1,5,1,0.3077852343108628,0.11675311195343963,0.6666666666666665,0.7044673085265379,0.013040669033241652,3.625628264924436e-09,7.3678556210799945e-09,0.00014347115687430762,0.9004863864391409,0.9999999999999918,8.317805574490451e-12,0.9999999999999991,0.11014492753623202,0.11610486891385766,0.044781783681214424,0.3843930635838151,0.06981981981981973,0.13280572668056023,0.46373056994818646,0.06158357771260997,0.263345350301872,0.00010130244209936542,0.000138320138332903,0.0001920865545134398,0.00046549817580601537,0.00011257704437052527,0.0004064838686923594,0.0004305116187294625,0.0012571537688196876,0.6837439027859483,0.7133165702703648,0.7276032899104087,0.7818309965459934,0.7327616707362234,0.7535134851624943,0.7739165533730904,0.8644986714710885,0.4600147417356609,0.028248587570621465,2.2822244741860435e-08,0.08656716417910448,0.6656050955414012,0.6578049702586126,0.9623302706002819,0.9922841393398389,0.020070945928155157,0.8404077311663078,-1.1508360714857144,-0.0133838482733333,-2.076276666666667e-06,-3.157142857142857e-09,0.002657073,0.0370280462,0.0161097481,2.2315247454,-0.3747842262,0.0387814664,-0.0065317576,366.1375576983,8.2689573248,2.65470176,3.8766684254114664e-09,3.941159039423484e-05,1.7220161083469257e-08,5.213338063115873e-05,2.670723426149952e-08,6.26291614499196e-05,1e-12,1e-12,1e-12,1e-12,1e-12,0.0021110601203186783
1,1,6,1,0.22291532491773655,0.06044135769966283,0.5555555555555556,0.6332684688576163,0.013040667646033092,2.032327389757156e-09,7.852516741719571e-09,0.000290888342095775,0.7613530982800193,0.9999999999999889,6.303801420746644e-12,0.9999999999999979,0.11884057971014504,0.06928838951310855,0.07861965491372844,0.39884393063583834,0.02927927927927919,0.27130014844640965,0.5181347150259068,0.04985337243401772,0.343265430221952,0.0001063890794911446,0.00015684186219905422,0.00023722266225112808,0.0008705317072932518,0.00011808720759440404,0.0004601537896392398,0.0005364203429159309,0.0024664177691770253,0.664986720498115,0.6934614516774747,0.7072676644828976,0.7599663129026824,0.7283723925813838,0.7489599113293022,0.7692307787401345,0.8592687659677705,0.344388177572334,0.03954802259887014,3.3393588717515484e-08,0.08358208955223878,0.5955414012738854,0.6712162402069504,0.9539753743870734,0.979198079108083,0.012088153458745782,0.792964071285935,-2.6767454057571425,-0.0325098279466666,-2.602453333333334e-06,-2.885714285714286e-09,0.0024321449,0.0515154101,0.0225537292,0.997268205,0.3141511245,0.0303018969,0.0083255917,355.8245556532,8.1709570815,2.5877249007,7.281665933384585e-09,5.3241978035365966e-05,1.4046824816160888e-08,6.347409343590629e-05,2.6586883908472744e-08,8.714506941705845e-05,1e-12,1e-12,1e-12,1e-12,1e-12,0.004681046352532722
1,1,7,1,0.1729117822362876,0.03228931485418563,0.4444444444444445,0.43918592159347175,0.013040663725995863,1.0768990707239192e-09,6.032896848177467e-09,0.0004353846873880151,0.6934006372463614,0.9999999999999825,2.2977203398678956e-12,0.9999999999999973,0.1275362318840581,0.08239700374531832,0.07019354838709678,0.4219653179190753,0.11486486486486486,0.09223003034762794,0.5595854922279793,0.05865102639296199,0.326869587739153,0.00032925113119297095,0.0005179039400732151,0.0007865060796248951,0.0023947527966472664,0.00043189168155295226,0.0018312239754405108,0.0021315197289418454,0.008243044624445436,0.676026719747694,0.7051704741412891,0.719294984842815,0.773096791230778,0.7370489140198933,0.7579865082735872,0.7785568667815468,0.8699614996200703,0.4532600507863579,0.022598870056497238,1.8249932448161034e-07,0.09552238805970142,0.6719745222929936,0.6897623642847417,0.9691834158958665,0.9941582675363776,0.021956611671398327,0.7929514243324347,-1.8013207233571429,-0.0100776363833333,-5.025913333333333e-06,-1.287142857142857e-08,0.0103636815,0.0421573222,0.0184084785,2.1865843182,-0.7586074696,0.0450782349,-0.0145339912,306.3306292551,7.8735460593,2.4609835835,2.594930159984812e-07,0.0001778893265018,2.678296958565599e-07,0.000204580766801,2.922903770184812e-07,0.0002566155330035,1e-12,1e-12,1e-12,1e-12,1e-12,0.035337310693943094
1,1,8,1,0.27609557860385286,0.10091469203263453,0.7777777777777777,0.6779055524051607,0.013040658041355794,3.02858211972012e-09,8.91349113707148e-09,0.00021571336676075835,0.8557368395923204,0.9999999999999948,3.750751997806971e-12,0.9999999999999987,0.12463768115942035,0.050561797752808994,0.10791788856304983,0.3872832369942198,0.02927927927927919,0.26436840193936,0.5103626943005182,0.04985337243401752,0.3384007297050776,0.00010809648763984492,0.00015507255476015808,0.00023958504757879318,0.001188811158514278,0.00012724084628831724,0.0005106836674077256,0.0006014724760745784,0.003682332817370325,0.6597432196436986,0.6879096511899743,0.7015811105653698,0.7538985120327837,0.7313444588132113,0.752045939165207,0.7724110358826509,0.8629221013170114,0.35741279493641376,0.04237288135593221,1.521185517985064e-08,0.12537313432835817,0.6305732484076434,0.6835055210571799,0.9616923920663802,0.9844081515324423,0.01538219658586841,0.808569217360095,-0.9260934600285716,-0.0385149141566666,-2.008153e-05,-2.7e-09,0.0036684711,0.039892314,0.0175338398,1.3182102899,-0.2993562901,0.0237154069,-0.0055369848,349.6222986011,8.1159430362,2.4586549186,1.7592691089592423e-08,6.634668740106542e-05,2.647076216546184e-08,7.177586892568944e-05,3.053671592353867e-08,8.34865594646251e-05,1e-12,1e-12,1e-12,1e-12,1e-12,0.004038549794479211
1,1,9,1,0.2937581689705229,0.10266872070486138,0.5555555555555556,0.7329160291423972,0.013040668076442788,1.4442604151816751e-08,8.416263561406757e-09,2.60346634445905e-05,0.8909275154595143,0.9999999999999923,6.384410293730318e-12,0.9999999999999991,0.11594202898550733,0.06928838951310855,0.07726931732933234,0.3843930635838151,0.02927927927927919,0.26263546531259757,0.43523316062176154,0.03812316715542528,0.35202189115232596,7.475489991213192e-05,0.00011397382036148888,0.0001818600395840196,0.0008904973640187804,9.418594867361454e-05,0.0003950379527161916,0.0004955202613879141,0.0026930774327710927,0.6790169648211086,0.7083131457430637,0.7224801385733147,0.776381378124595,0.7381315749952218,0.759089121249814,0.7796642835282835,0.8710562805794266,0.36050502380703875,0.01412429378531075,1.3744790926770233e-08,0.1074626865671642,0.5732484076433122,0.6426177559276327,0.952738534737902,0.9884329623745072,0.024137631740575025,0.8287444834859816,-1.3166875184857143,-0.0322350091466666,-5.55267e-06,-2.785714285714285e-09,0.0020695631,0.0378486862,0.016708119,0.8320696787,0.0323578985,0.0155473261,0.0012657581,374.2041059282,7.1591004176,2.4041782166,5.3395451136050894e-09,3.44190433838978e-05,7.034058618429673e-09,3.814136084161379e-05,1.5604963298050398e-08,5.563277169258063e-05,1e-12,1e-12,1e-12,1e-12,1e-12,0.0033960532364257
