fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,optimal_budget
1,1,0,1,0.2208787028970878,0.06471665880311592,0.7142857142857142,0.6813609720026682,0.014121055912818396,6.18459382225842e-09,7.77993062437248e-09,0.0012156863520517082,0.863506958105898,0.9999999999999999,1.9058241313221758e-21,0.5066079295154186,0.05106382978723405,0.4260731319554848,0.001735981270685471,0.0023571241280539706,0.0030582736772458725,0.006171509238186327,0.0021520502912414315,0.004573231591054369,0.00851425675169277,0.016997124684507724,0.5235389838481966,0.5329119856123959,0.5617983535130395,0.6344764015927895,0.5877650703046294,0.6796384455165826,0.7268021181201594,0.8272547693372702,0.32261087001680333,0.04249291784702548,2.263763005141528e-08,0.02229299363057316,0.5745856353591161,0.7037298699973178,0.9163352133642518,0.9761952138499597,0.03992786755887698,0.7857722968157371,1.0,0.14917127071823205,0.13725490196078433,0.052911639584350384,0.4775280898876405,0.09130434782608696,0.2209788277553276,1.5259921106542972e-05,0.000924665119857874,0.0013096207353853549,0.0004033371843488224,0.0011357668415834306,0.00021381822313018954,0.00018806342249820903,0.012774067809430183,0.019283795950779004,0.04158048400362307,0.020146234423276357,0.02931098783035204,0.028825949808984685,False
1,1,1,1,0.20059030868215483,0.04878545880430239,0.5714285714285714,0.7917019440488295,0.014121056122150605,4.4439285214943485e-10,6.1136074977681e-09,0.016486702630670338,0.8622324019444993,0.9999999999999999,2.0117032497289633e-21,0.46696035242290745,0.03829787234042553,0.48648648648648635,0.0023571549423254995,0.003315437710818628,0.00411571132202797,0.010014673430027096,0.002269505396176543,0.00451134164778792,0.008089978855634401,0.020764894706246175,0.5566781090202328,0.5696684890093906,0.6005239258821793,0.6788386830767121,0.575415200095386,0.6652283865061693,0.7113300935311797,0.8096551408439475,0.35484681148945074,0.025495750708215248,3.9681196048497354e-08,0.0,0.5248618784530386,0.7169898236023904,0.927606584458288,0.9741117631929397,0.03553331995062953,0.81994048791117,1.0,0.138121546961326,0.11204481792717087,0.06217714900166564,0.4719101123595506,0.15652173913043477,0.1369510191393934,0.0011619493084482782,0.00033162012903119775,0.0006503341506227009,7.227075868395634e-05,0.0010085848581615883,0.0003705087602939194,0.000507269750061826,0.009351838376240058,0.053434763881698225,0.024380588911732497,0.024945452168775643,0.03935354005939036,0.04667591044669354,False
1,1,2,1,0.2045984322920384,0.055092722656723554,0.42857142857142855,0.6385080468084356,0.014121050916609574,1.5178168215774985e-08,6.552890804621747e-09,0.00020245956375420558,0.822091955019679,0.9999999999999999,1.6940658945086007e-21,0.3700440528634361,0.042553191489361694,0.36856856856856846,0.004829317211211855,0.0058912932484250944,0.007890666544973005,0.020190979987076023,0.002759536625725135,0.0048861262792238925,0.00925723932423054,0.02484651389551402,0.4841769855954938,0.4894069626790545,0.5164131199718303,0.5867937432889558,0.46550024485127256,0.5371701407256004,0.5743659803816593,0.6502549926926302,0.3595842954758093,0.016997167138810207,1.732913212607522e-07,0.09554140127388529,0.5082872928176796,0.7504718512801356,0.9372679885311327,0.9817026777213607,0.03395920354553486,0.7696175058938004,1.0,0.138121546961326,0.07002801120448168,0.09985753140784875,0.4831460674157304,0.08695652173913027,0.23220391669257076,0.0003189809905390032,0.0018490362021281808,0.000309457194539477,0.001565378903169404,0.0015112003454244424,0.002317401204409723,0.003847881030904734,0.0355646997207284,0.01577596319119579,0.04340256323780169,0.04100364673209242,0.05233972499647485,0.07806004719071839,False
1,1,3,1,0.20988058941019125,0.0554297667792577,0.42857142857142855,0.3610182620808197,0.01412104964225808,1.2072872334689274e-08,5.772200350589152e-09,0.00026392750222411766,0.7417181532455609,0.9999999999999999,9.529120656610879e-22,0.4052863436123348,0.05531914893617021,0.3279946613279946,0.0032224897194195455,0.0041997826266295295,0.005705130229803479,0.010849343598561855,0.003255447580088185,0.005997603136000739,0.0113970434971566,0.02200939464757686,0.568131444681191,0.5823204482095456,0.6140319444325493,0.6937295564262613,0.5807625064229935,0.671439636115725,0.7181125056920405,0.8172514553744967,0.3915152984122896,0.02266288951841354,4.071801045912216e-08,0.02229299363057316,0.5414364640883977,0.7497596691739636,0.9430786480516306,0.9769401649621052,0.02087715965539222,0.776488236075148,1.0,0.1712707182320442,0.14565826330532214,0.055079535152064624,0.550561797752809,0.06956521739130433,0.3093508915703506,0.009896444054968319,0.015148761804311465,0.01688402762841903,0.014466716581983575,0.024408548725864173,0.008036915452280769,0.018633881867115617,0.09758846303348741,0.030839396812191368,0.07855495343344446,0.08481432585774544,0.07578073038848758,0.07474752175872444,False
1,1,4,1,0.27655878393135663,0.10656046988913354,0.5714285714285714,0.41155425444552785,0.01412105318520349,1.2047829664472998e-09,5.626008726530585e-09,0.005474848813131812,0.7121536988694429,0.9999999999999999,1.6940658945086007e-21,0.5506607929515418,0.042553191489361694,0.5245245245245244,0.0023456607306096646,0.003075419615034562,0.003992024773456887,0.008759840874734276,0.0019388281154299337,0.0036907643196183305,0.006968460342473973,0.015281294795614762,0.5431708005579852,0.5546533859516919,0.584751624586401,0.6607885311178622,0.5553186019313171,0.6417720123313005,0.6862341306905786,0.7795685306219113,0.5191013039312196,0.008498583569405027,5.666856445456636e-08,0.04777070063694261,0.5524861878453038,0.7631672273674508,0.9392686642332552,0.9850296663630065,0.04925731382725179,0.7627317823935498,1.0,0.14364640883977903,0.12324929971988796,0.05779981096043672,0.5112359550561798,0.06956521739130433,0.2900641478509057,0.021771214720040077,0.017207576883064478,0.017614415049292134,0.013656201868685637,0.01791345962432268,0.012701356150312412,0.011057211343586271,0.10206145666977903,0.0921605051315841,0.06923328401450062,0.08188630779408425,0.08938578768808107,0.13454382157787853,False
1,1,5,1,0.30774178343512754,0.11720363760702845,0.7142857142857142,0.698209177730853,0.014121056808074885,3.9238669200747585e-09,7.171145063491341e-09,0.0019234238348658894,0.8977469022485614,0.9999999999999999,1.0587911840678754e-21,0.38766519823788526,0.05531914893617021,0.3153153153153151,0.0010860900491274788,0.0014729976258623847,0.0024186030090594815,0.007318418715705364,0.001022555067271235,0.0020186712586558425,0.004514736032624625,0.014222752260389304,0.589034809906884,0.6053509885940076,0.6381682449258163,0.7208930157264888,0.5880016024129513,0.6797789204262925,0.7269481194129408,0.8276507715386473,0.26188809841849237,0.016997167138810207,6.600971990529766e-08,0.012738853503184627,0.6243093922651932,0.7381658559122517,0.950446243056588,0.9911258938973506,0.03233386903900931,0.8201009987099805,1.0,0.138121546961326,0.08403361344537805,0.08349130470617327,0.4606741573033708,0.06086956521739131,0.29281939695368353,0.01706010232154528,0.004393823216239495,0.005772938844037436,0.005539319025258957,0.014165859399844036,0.005757393413515739,0.007242470465291251,0.018372248792825903,0.025878473586939944,0.03476276744782931,0.028670210711505245,0.05675039472412263,0.06578137525754943,False
1,1,6,1,0.2209206775738346,0.060088091382243976,0.7142857142857142,0.6238692566936889,0.014121055409259665,1.481977544013058e-09,7.647969712314011e-09,0.005998523646856818,0.7534103018982689,0.9999999999999999,9.529120656610879e-22,0.4581497797356828,0.03404255319148936,0.517209517209517,0.002430220136418906,0.003945281415489352,0.005833072675374309,0.012515238230233565,0.0021337686224379856,0.004864134112463157,0.01074146237813554,0.022993067204180546,0.5638114651484794,0.5777186063004578,0.6093032518916118,0.688849733985078,0.5707239984772703,0.6598900080592185,0.7059199270641894,0.8031981874217231,0.46601159346347054,0.02266288951841354,9.421603321693677e-08,0.025477707006369366,0.5524861878453038,0.7566722355952265,0.939297018333313,0.9758522447678457,0.046509093474999985,0.7626846920692592,1.0,0.14917127071823205,0.1288515406162465,0.05665069291542546,0.5056179775280899,0.1217391304347824,0.18228528588930135,0.010318558573914893,0.012609337232578755,0.013866396691524124,0.009730354508811333,0.014704544853028615,0.007523104726598936,0.009662738967304537,0.03956794656361953,0.012440648136889191,0.04292757098894606,0.04889007270846506,0.05104428644505371,0.0627794268037474,False
1,1,7,1,0.16817774152586137,0.030868107304886348,0.2857142857142857,0.43386884360088485,0.014121051549313384,3.40743159663459e-10,5.777105531005059e-09,0.02033304291264997,0.6878837619793517,0.9999999999999999,3.0704944337968387e-21,0.5110132158590308,0.03829787234042553,0.5272415272415271,0.0019801105354588376,0.0028377390689963452,0.003990325239462695,0.010160883572438472,0.001956107709305191,0.0040827219756968194,0.00860389325784176,0.021919008344785485,0.5781930244866074,0.593452703219759,0.6256744747564923,0.7071403137312515,0.5897019121472507,0.681859947879773,0.7292779431231479,0.8307218328217831,0.45512380655093,0.016997167138810207,5.666856445456636e-08,0.05095541401273879,0.5027624309392265,0.778108503438848,0.9594846965044549,0.9932416918780138,0.031814622078478266,0.7693277836146013,1.0,0.14917127071823205,0.09243697478991597,0.08005439709882141,0.4887640449438203,0.1217391304347824,0.17693686116037965,0.017317691216920963,0.01910748721906947,0.033040362063189194,0.029691737545397223,0.046002122469937394,0.021359939265617345,0.019256575219871615,0.1246751124478819,0.09381607542231175,0.07430808446729836,0.09233528853254716,0.0967819438876297,0.12601307900906317,False
1,1,8,1,0.2758546930818295,0.10179675145260514,0.42857142857142855,0.6679411477633891,0.014121045905740703,3.053308389054469e-09,8.729337757611088e-09,0.0031668335864683214,0.8510409021165768,0.9999999999999999,4.235164736271502e-22,0.4757709251101321,0.07234042553191489,0.3049413049413048,0.003999164768585712,0.005525774624271638,0.007678075626727846,0.01867886224216024,0.0037072040173113524,0.007129780264165758,0.014273441983297412,0.03523288724239039,0.5574462382833536,0.5706400211401128,0.6019086759072665,0.6817546629648088,0.5694605272040897,0.6583813109236224,0.7043124921816363,0.8025312690918626,0.4382872141979708,0.031161473087818706,1.0972635541857385e-07,0.07961783439490441,0.5027624309392265,0.7712963331696929,0.9495015923571312,0.9819060353790405,0.03405721972786982,0.7781135461204911,1.0,0.138121546961326,0.09803921568627451,0.07143197976809658,0.4831460674157304,0.13478260869565215,0.16012064286854463,0.0011326463598897603,0.0023902566158294767,0.00702438107117408,0.007463999175709198,0.0028473803684317556,0.0010668647970621082,0.002124479051596304,0.030439424684562223,0.016575941532582864,0.06996714745779078,0.0540745036015026,0.060394706309641354,0.056397566780113415,False
1,1,9,1,0.29312175245127825,0.10257346285777955,0.7142857142857142,0.7254455045514191,0.014121055817932042,1.4580266352276666e-08,8.29996365833666e-09,0.0003660509608484559,0.8874136730461193,0.9999999999999999,1.2705494208814505e-21,0.3744493392070484,0.07659574468085088,0.2334508421464943,0.0028413646755513287,0.003927480889300362,0.005396377246829873,0.013032644962831479,0.002744669806565212,0.005358302057329676,0.010888812175632041,0.025420142251391945,0.5836103427718307,0.5994838116214357,0.6320884401867646,0.714664936766396,0.5864759863325478,0.6781151186675208,0.7253106016606157,0.8261842349581277,0.3091294801023179,0.005665722379603444,3.0753261028345764e-08,0.04458598726114643,0.4917127071823204,0.7201335098675763,0.9377841890832878,0.986757704992451,0.03619595103499648,0.8067453665697553,1.0,0.138121546961326,0.10364145658263306,0.06745240253853128,0.4719101123595506,0.039130434782608685,0.4019272614236867,0.00791946486175054,0.007233341390453408,0.006374229296054166,0.005089586443557555,0.004393158727090841,0.006506055622171316,0.0056875678629319075,0.019957331268786637,0.024497437008488013,0.032174403562519834,0.03966073669957448,0.04098948518158879,0.08016014009308964,False
